Unnamed: 0,Date,CustomerID,typeM,Series,Value
58,2022-07-08,83059,Pulse1_Total,T1,325
59,2022-07-08,83060,Pulse1_Total,T1,830
60,2022-07-08,83061,Pulse1,P1,974
61,2022-07-08,83062,Pulse1,P1,920
62,2022-07-08,83063,Pulse1,P1,698
63,2022-07-08,83064,Pulse1_Total,T1,395
64,2022-07-08,83065,Pulse1_Total,T1,336
65,2022-07-08,83066,Pulse1_Total,T1,860
66,2022-07-08,83067,Pulse1,P1,928
67,2022-07-08,83068,Pulse1,P1,201
68,2022-07-08,83069,Pulse1,P1,119
69,2022-07-08,83070,Pulse1_Total,T1,978
70,2022-07-08,83071,Pulse1_Total,T1,173
71,2022-07-08,83072,Pulse1_Total,T1,908
72,2022-07-08,83073,Pulse1,P1,403
73,2022-07-08,83074,Pulse1,P1,548
74,2022-07-08,83075,Pulse1,P1,568
75,2022-07-08,83076,Pulse1_Total,T1,443
76,2022-07-08,83077,Pulse1_Total,T1,698
77,2022-07-08,83078,Pulse1,P1,354
78,2022-07-08,83079,Pulse1,P1,656
79,2022-07-08,83080,Pulse1_Total,T1,423
80,2022-07-08,83081,Pulse1_Total,T1,995
81,2022-07-08,83082,Pulse1_Total,T1,930
82,2022-07-08,83083,Pulse1,P1,296
83,2022-07-08,83084,Pulse1,P1,208
84,2022-07-08,83085,Pulse1,P1,232
85,2022-07-08,83086,Pulse1_Total,T1,815
86,2022-07-08,83087,Pulse1_Total,T1,455
87,2022-07-08,83088,Pulse1_Total,T1,998
88,2022-07-08,83089,Pulse1,P1,93
89,2022-07-08,83090,Pulse1,P1,278
90,2022-07-08,83091,Pulse1,P1,964
91,2022-07-08,83092,Pulse1_Total,T1,306
92,2022-07-08,83093,Switch2,SW2,122
93,2022-07-08,83094,Pulse1_Total,T1,926
94,2022-07-08,83095,Pulse1,P1,151
95,2022-07-08,83096,Pulse1_Total,T1,365
96,2022-07-08,83097,Pulse1,P1,984
97,2022-07-08,83098,Switch2,SW2,100
98,2022-07-08,83099,Pulse1,P1,653
99,2022-07-08,83100,Pulse1_Total,T1,676
100,2022-07-08,83101,Pulse1_Total,T1,755
101,2022-07-08,83102,Pulse1_Total,T1,812
102,2022-07-08,83103,Pulse1,P1,333
103,2022-07-08,83104,Pulse1,P1,533
104,2022-07-08,83105,Pulse1,P1,526
105,2022-07-08,83106,Pulse1_Total,T1,581
106,2022-07-08,83107,Pulse1_Total,T1,591
107,2022-07-08,83108,Switch2,SW2,720
108,2022-07-08,83109,Pulse1,P1,292
109,2022-07-08,83110,Pulse1,P1,257
110,2022-07-08,83111,Pulse1_Total,T1,821
111,2022-07-08,83112,Pulse1_Total,T1,262
112,2022-07-08,83113,Pulse1_Total,T1,408
113,2022-07-08,83114,Pulse1,P1,414
114,2022-07-08,83115,Pulse1,P1,887
115,2022-07-08,83116,Pulse1,P1,540
116,2022-07-08,83117,Pulse1_Total,T1,243
117,2022-07-08,83118,Pulse1_Total,T1,147
118,2022-07-08,83119,Pulse1_Total,T1,947
119,2022-07-08,83120,Pulse1,P1,114
120,2022-07-08,83121,Pulse1,P1,910
121,2022-07-08,83122,Pulse1,P1,662
122,2022-07-08,83123,Pulse1_Total,T1,756
123,2022-07-08,83124,Pulse1_Total,T1,94
124,2022-07-08,83125,Pulse1_Total,T1,842
125,2022-07-08,83126,Pulse1,P1,97
126,2022-07-08,83127,Pulse1,P1,92
127,2022-07-08,83128,Pulse1,P1,524
128,2022-07-08,83129,Pulse1_Total,T1,187
129,2022-07-08,83130,Pulse1_Total,T1,870
130,2022-07-08,83131,Switch2,SW2,941
131,2022-07-08,83132,Pulse1,P1,250
132,2022-07-08,83133,Pulse1,P1,453
133,2022-07-08,83134,Pulse1_Total,T1,469
134,2022-07-08,83135,Pulse1_Total,T1,351
135,2022-07-08,83136,Pulse1,P1,967
136,2022-07-08,83137,Pulse1,P1,917
137,2022-07-08,83138,Pulse1_Total,T1,37
138,2022-07-08,83139,Pulse1_Total,T1,681
139,2022-07-08,83140,Pulse1_Total,T1,389
140,2022-07-08,83141,Pulse1,P1,295
141,2022-07-08,83142,Pulse1,P1,445
142,2022-07-08,83143,Pulse1,P1,635
143,2022-07-08,83144,Pulse1_Total,T1,559
144,2022-07-08,83145,Pulse1_Total,T1,860
145,2022-07-08,83146,Pulse1_Total,T1,457
146,2022-07-08,83147,Pulse1,P1,176
147,2022-07-08,83148,Pulse1,P1,514
148,2022-07-08,83149,Pulse1,P1,162
149,2022-07-08,83150,Switch2,SW2,946
150,2022-07-08,83151,Pulse1_Total,T1,449
151,2022-07-08,83152,Pulse1_Total,T1,821
152,2022-07-08,83153,Pulse1_Total,T1,517
153,2022-07-08,83154,Pulse1,P1,757
154,2022-07-08,83155,Pulse1,P1,463
155,2022-07-08,83156,Pulse1,P1,609
156,2022-07-08,83157,Pulse1_Total,T1,945
157,2022-07-08,83158,Pulse1_Total,T1,227
158,2022-07-08,83159,Pulse1_Total,T1,340
159,2022-07-08,83160,Pulse1,P1,781
160,2022-07-08,83161,Pulse1,P1,53
161,2022-07-08,83162,Pulse1,P1,43
162,2022-07-08,83163,Pulse1_Total,T1,631
163,2022-07-08,83164,Pulse1_Total,T1,513
164,2022-07-08,83165,Pulse1_Total,T1,519
165,2022-07-08,83166,Pulse1,P1,167
166,2022-07-08,83167,Pulse1,P1,43
167,2022-07-08,83168,Pulse1,P1,963
168,2022-07-08,83169,Pulse1_Total,T1,689
169,2022-07-08,83170,Pulse1_Total,T1,473
170,2022-07-08,83171,Pulse1_Total,T1,412
171,2022-07-08,83172,Pulse1,P1,183
172,2022-07-08,83173,Pulse1,P1,29
173,2022-07-08,83174,Pulse1,P1,880
174,2022-07-08,83175,Pulse1_Total,T1,581
175,2022-07-08,83176,Pulse1_Total,T1,585
176,2022-07-08,83177,Pulse1_Total,T1,775
177,2022-07-08,83178,Pulse1,P1,358
178,2022-07-08,83179,Pulse1,P1,794
179,2022-07-08,83180,Pulse1,P1,923
180,2022-07-08,83181,Switch2,SW2,929
181,2022-07-08,83182,Pulse1_Total,T1,165
182,2022-07-08,83183,Pulse1_Total,T1,678
183,2022-07-08,83184,Pulse1,P1,231
184,2022-07-08,83185,Pulse1,P1,604
185,2022-07-08,83186,Pulse1_Total,T1,193
186,2022-07-08,83187,Pulse1_Total,T1,965
187,2022-07-08,83188,Pulse1_Total,T1,950
188,2022-07-08,83189,Pulse1,P1,73
189,2022-07-08,83190,Pulse1,P1,772
190,2022-07-08,83191,Pulse1,P1,297
191,2022-07-08,83192,Pulse1_Total,T1,376
192,2022-07-08,83193,Pulse1_Total,T1,454
193,2022-07-08,83194,Switch2,SW2,645
194,2022-07-08,83195,Pulse1,P1,37
195,2022-07-08,83196,Pulse1,P1,789
196,2022-07-08,83197,Pulse1_Total,T1,961
197,2022-07-08,83198,Pulse1_Total,T1,774
198,2022-07-08,83199,Pulse1_Total,T1,831
199,2022-07-08,83200,Pulse1,P1,193
200,2022-07-08,83201,Pulse1,P1,389
201,2022-07-08,83202,Pulse1,P1,650
202,2022-07-08,83203,Pulse1_Total,T1,304
203,2022-07-08,83204,Pulse1_Total,T1,551
204,2022-07-08,83205,Pulse1_Total,T1,291
205,2022-07-08,83206,Pulse1,P1,166
206,2022-07-08,83207,Pulse1,P1,942
207,2022-07-08,83208,Pulse1,P1,849
208,2022-07-08,83209,Switch2,SW2,77
209,2022-07-08,83210,Pulse1_Total,T1,442
210,2022-07-08,83211,Switch2,SW2,600
211,2022-07-08,83212,Pulse1_Total,T1,525
212,2022-07-08,83213,Pulse1,P1,714
213,2022-07-08,83214,Pulse1_Total,T1,890
214,2022-07-08,83215,Pulse1,P1,908
215,2022-07-08,83216,Pulse1_Total,T1,228
216,2022-07-08,83217,Pulse1,P1,985
217,2022-07-08,83218,Pulse1_Total,T1,677
218,2022-07-08,83219,Pulse1,P1,275
219,2022-07-08,83220,Pulse1_Total,T1,407
220,2022-07-08,83221,Pulse1,P1,298
221,2022-07-08,83222,Pulse1_Total,T1,656
222,2022-07-08,83223,Pulse1,P1,469
223,2022-07-08,83224,Pulse1_Total,T1,277
224,2022-07-08,83225,Pulse1,P1,414
225,2022-07-08,83226,Pulse1_Total,T1,507
226,2022-07-08,83227,Pulse1,P1,829
227,2022-07-08,83228,Pulse1_Total,T1,250
228,2022-07-08,83229,Pulse1,P1,529
229,2022-07-08,83230,Switch2,SW2,783
230,2022-07-08,83231,Pulse1,P1,210
231,2022-07-08,83232,Pulse1_Total,T1,882
232,2022-07-08,83233,Pulse1_Total,T1,593
233,2022-07-08,83234,Pulse1_Total,T1,713
234,2022-07-08,83235,Pulse1,P1,227
235,2022-07-08,83236,Pulse1,P1,783
236,2022-07-08,83237,Pulse1,P1,125
237,2022-07-08,83238,Switch2,SW2,278
238,2022-07-08,83239,Switch2,SW2,391
239,2022-07-08,83240,Pulse1_Total,T1,854
240,2022-07-08,83241,Pulse1_Total,T1,474
241,2022-07-08,83242,Pulse1_Total,T1,601
242,2022-07-08,83243,Pulse1,P1,256
243,2022-07-08,83244,Pulse1,P1,48
244,2022-07-08,83245,Pulse1,P1,721
245,2022-07-08,83246,Pulse1_Total,T1,742
246,2022-07-08,83247,Pulse1_Total,T1,740
247,2022-07-08,83248,Pulse1_Total,T1,581
248,2022-07-08,83249,Pulse1,P1,695
249,2022-07-08,83250,Pulse1,P1,673
250,2022-07-08,83251,Pulse1,P1,658
251,2022-07-08,83252,Pulse1_Total,T1,572
252,2022-07-08,83253,Pulse1_Total,T1,369
253,2022-07-08,83254,Pulse1_Total,T1,28
254,2022-07-08,83255,Pulse1,P1,94
255,2022-07-08,83256,Pulse1,P1,207
256,2022-07-08,83257,Pulse1,P1,463
257,2022-07-08,83258,Pulse1_Total,T1,446
258,2022-07-08,83259,Pulse1_Total,T1,817
259,2022-07-08,83260,Pulse1_Total,T1,14
260,2022-07-08,83261,Pulse1,P1,703
261,2022-07-08,83262,Pulse1,P1,168
262,2022-07-08,83263,Pulse1,P1,138
263,2022-07-08,83264,Pulse1_Total,T1,687
264,2022-07-08,83265,Switch2,SW2,14
265,2022-07-08,83266,Pulse1_Total,T1,141
266,2022-07-08,83267,Pulse1,P1,363
267,2022-07-08,83268,Pulse1_Total,T1,299
268,2022-07-08,83269,Pulse1,P1,309
269,2022-07-08,83270,Pulse1_Total,T1,815
270,2022-07-08,83271,Pulse1,P1,417
271,2022-07-08,83272,Pulse1_Total,T1,266
272,2022-07-08,83273,Pulse1,P1,475
273,2022-07-08,83274,Pulse1_Total,T1,158
274,2022-07-08,83275,Pulse1,P1,49
275,2022-07-08,83276,Pulse1_Total,T1,453
276,2022-07-08,83277,Pulse1,P1,193
277,2022-07-08,83278,Pulse1_Total,T1,869
278,2022-07-08,83279,Pulse1,P1,105
279,2022-07-08,83280,Pulse1_Total,T1,962
280,2022-07-08,83281,Pulse1,P1,185
281,2022-07-08,83282,Pulse1_Total,T1,202
282,2022-07-08,83283,Pulse1,P1,180
283,2022-07-08,83284,Pulse1_Total,T1,37
284,2022-07-08,83285,Pulse1,P1,211
285,2022-07-08,83286,Pulse1_Total,T1,942
286,2022-07-08,83287,Pulse1,P1,945
287,2022-07-08,83288,Pulse1_Total,T1,582
288,2022-07-08,83289,Pulse1,P1,312
289,2022-07-08,83290,Pulse1_Total,T1,660
290,2022-07-08,83291,Pulse1,P1,617
291,2022-07-08,83292,Pulse1_Total,T1,46
292,2022-07-08,83293,Pulse1,P1,508
293,2022-07-08,83294,Switch2,SW2,409
294,2022-07-08,83295,Pulse1,P1,705
295,2022-07-08,83296,Pulse1_Total,T1,141
296,2022-07-08,83297,Pulse1_Total,T1,593
297,2022-07-08,83298,Pulse1_Total,T1,887
298,2022-07-08,83299,Pulse1,P1,62
299,2022-07-08,83300,Pulse1,P1,863
300,2022-07-08,83301,Pulse1,P1,538
301,2022-07-08,83302,Pulse1_Total,T1,78
302,2022-07-08,83303,Pulse1_Total,T1,305
303,2022-07-08,83304,Pulse1_Total,T1,185
304,2022-07-08,83305,Pulse1,P1,700
305,2022-07-08,83306,Pulse1,P1,421
306,2022-07-08,83307,Pulse1,P1,23
307,2022-07-08,83308,Pulse1_Total,T1,990
308,2022-07-08,83309,Switch2,SW2,97
309,2022-07-08,83310,Pulse1_Total,T1,110
310,2022-07-08,83311,Pulse1,P1,51
311,2022-07-08,83312,Pulse1_Total,T1,927
312,2022-07-08,83313,Pulse1,P1,795
313,2022-07-08,83314,Pulse1_Total,T1,872
314,2022-07-08,83315,Pulse1,P1,621
315,2022-07-08,83316,Pulse1_Total,T1,427
316,2022-07-08,83317,Pulse1,P1,945
317,2022-07-08,83318,Pulse1_Total,T1,39
318,2022-07-08,83319,Pulse1,P1,825
319,2022-07-08,83320,Switch2,SW2,48
320,2022-07-08,83321,Pulse1,P1,489
321,2022-07-08,83322,Pulse1_Total,T1,61
322,2022-07-08,83323,Pulse1_Total,T1,595
323,2022-07-08,83324,Pulse1_Total,T1,187
324,2022-07-08,83325,Pulse1,P1,196
325,2022-07-08,83326,Pulse1,P1,171
326,2022-07-08,83327,Pulse1,P1,540
327,2022-07-08,83328,Pulse1_Total,T1,643
328,2022-07-08,83329,Pulse1_Total,T1,327
329,2022-07-08,83330,Pulse1,P1,458
330,2022-07-08,83331,Pulse1,P1,16
331,2022-07-08,83332,Pulse1_Total,T1,913
332,2022-07-08,83333,Pulse1_Total,T1,407
333,2022-07-08,83334,Pulse1,P1,288
334,2022-07-08,83335,Pulse1_Total,T1,622
335,2022-07-08,83336,Pulse1,P1,580
336,2022-07-08,83337,Switch2,SW2,282
337,2022-07-08,83338,Pulse1,P1,796
338,2022-07-08,83339,Pulse1_Total,T1,698
339,2022-07-08,83340,Pulse1_Total,T1,611
340,2022-07-08,83341,Pulse1_Total,T1,205
341,2022-07-08,83342,Pulse1,P1,557
342,2022-07-08,83343,Pulse1,P1,815
343,2022-07-08,83344,Pulse1,P1,566
344,2022-07-08,83345,Pulse1_Total,T1,770
345,2022-07-08,83346,Pulse1_Total,T1,259
346,2022-07-08,83347,Pulse1_Total,T1,160
347,2022-07-08,83348,Pulse1,P1,525
348,2022-07-08,83349,Pulse1,P1,116
349,2022-07-08,83350,Pulse1,P1,599
350,2022-07-08,83351,Pulse1_Total,T1,682
351,2022-07-08,83352,Pulse1_Total,T1,906
352,2022-07-08,83353,Pulse1_Total,T1,690
353,2022-07-08,83354,Pulse1,P1,531
354,2022-07-08,83355,Pulse1,P1,352
355,2022-07-08,83356,Pulse1,P1,995
356,2022-07-08,83357,Pulse1_Total,T1,257
357,2022-07-08,83358,Pulse1_Total,T1,167
358,2022-07-08,83359,Pulse1_Total,T1,870
359,2022-07-08,83360,Pulse1,P1,209
360,2022-07-08,83361,Pulse1,P1,928
361,2022-07-08,83362,Pulse1,P1,254
362,2022-07-08,83363,Pulse1_Total,T1,852
363,2022-07-08,83364,Pulse1_Total,T1,847
364,2022-07-08,83365,Pulse1,P1,441
365,2022-07-08,83366,Pulse1,P1,918
366,2022-07-08,83367,Pulse1_Total,T1,387
367,2022-07-08,83368,Pulse1_Total,T1,133
368,2022-07-08,83369,Pulse1_Total,T1,928
369,2022-07-08,83370,Pulse1,P1,63
370,2022-07-08,83371,Pulse1,P1,366
371,2022-07-08,83372,Pulse1,P1,405
372,2022-07-08,83373,Switch2,SW2,163
373,2022-07-08,83374,Pulse1_Total,T1,62
374,2022-07-08,83375,Pulse1_Total,T1,783
375,2022-07-08,83376,Pulse1,P1,627
376,2022-07-08,83377,Pulse1_Total,T1,129
377,2022-07-08,83378,Pulse1,P1,440
378,2022-07-08,83379,Pulse1_Total,T1,342
379,2022-07-08,83380,Pulse1,P1,699
380,2022-07-08,83381,Pulse1_Total,T1,806
381,2022-07-08,83382,Pulse1,P1,267
382,2022-07-08,83383,Pulse1_Total,T1,583
383,2022-07-08,83384,Pulse1,P1,621
384,2022-07-08,83385,Pulse1_Total,T1,150
385,2022-07-08,83386,Pulse1,P1,151
386,2022-07-08,83387,Switch2,SW2,707
387,2022-07-08,83388,Pulse1,P1,956
388,2022-07-08,83389,Pulse1_Total,T1,862
389,2022-07-08,83390,Pulse1_Total,T1,179
390,2022-07-08,83391,Pulse1_Total,T1,579
391,2022-07-08,83392,Pulse1,P1,726
392,2022-07-08,83393,Pulse1,P1,811
393,2022-07-08,83394,Pulse1,P1,656
394,2022-07-08,83395,Pulse1_Total,T1,377
395,2022-07-08,83396,Pulse1_Total,T1,15
396,2022-07-08,83397,Pulse1_Total,T1,847
397,2022-07-08,83398,Pulse1,P1,868
398,2022-07-08,83399,Pulse1,P1,179
399,2022-07-08,83400,Pulse1,P1,731
400,2022-07-08,83401,Switch2,SW2,252
401,2022-07-08,83402,Pulse1_Total,T1,724
402,2022-07-08,83403,Pulse1_Total,T1,344
403,2022-07-08,83404,Pulse1,P1,917
404,2022-07-08,83405,Pulse1,P1,414
405,2022-07-08,83406,Pulse1_Total,T1,677
406,2022-07-08,83407,Pulse1_Total,T1,204
407,2022-07-08,83408,Pulse1_Total,T1,425
408,2022-07-08,83409,Pulse1,P1,369
409,2022-07-08,83410,Pulse1,P1,93
410,2022-07-08,83411,Pulse1,P1,755
411,2022-07-08,83412,Pulse1_Total,T1,703
412,2022-07-08,83413,Pulse1_Total,T1,317
413,2022-07-08,83414,Switch2,SW2,476
414,2022-07-08,83415,Pulse1,P1,239
415,2022-07-08,83416,Pulse1,P1,600
416,2022-07-08,83417,Pulse1_Total,T1,902
417,2022-07-08,83418,Pulse1_Total,T1,702
418,2022-07-08,83419,Pulse1_Total,T1,88
419,2022-07-08,83420,Pulse1,P1,891
420,2022-07-08,83421,Pulse1,P1,215
421,2022-07-08,83422,Pulse1,P1,701
422,2022-07-08,83423,Pulse1_Total,T1,519
423,2022-07-08,83424,Pulse1_Total,T1,736
424,2022-07-08,83425,Pulse1_Total,T1,391
425,2022-07-08,83426,Pulse1,P1,950
426,2022-07-08,83427,Pulse1,P1,893
427,2022-07-08,83428,Pulse1,P1,763
428,2022-07-08,83429,Pulse1_Total,T1,890
429,2022-07-08,83430,Pulse1_Total,T1,290
430,2022-07-08,83431,Pulse1_Total,T1,539
431,2022-07-08,83432,Pulse1,P1,373
432,2022-07-08,83433,Pulse1,P1,416
433,2022-07-08,83434,Pulse1,P1,839
434,2022-07-08,83435,Pulse1_Total,T1,73
435,2022-07-08,83436,Pulse1_Total,T1,706
436,2022-07-08,83437,DeviceTemperature,Max,866
437,2022-07-08,83438,Pulse1,P1,611
438,2022-07-08,83439,Pulse1,P1,341
439,2022-07-08,83440,Switch2,SW2,171
440,2022-07-08,83441,Pulse1_Total,T1,366
441,2022-07-08,83442,Pulse1_Total,T1,758
442,2022-07-08,83443,Pulse1_Total,T1,45
443,2022-07-08,83444,Pulse1,P1,213
444,2022-07-08,83445,Pulse1,P1,750
445,2022-07-08,83446,Pulse1,P1,335
446,2022-07-08,83447,Pulse1_Total,T1,741
447,2022-07-08,83448,Pulse1_Total,T1,963
448,2022-07-08,83449,Pulse1,P1,245
449,2022-07-08,83450,Pulse1,P1,621
450,2022-07-08,83451,Pulse1_Total,T1,265
451,2022-07-08,83452,Pulse1_Total,T1,20
452,2022-07-08,83453,Pulse1,P1,284
453,2022-07-08,83454,Pulse1,P1,296
454,2022-07-08,83455,Pulse1_Total,T1,123
455,2022-07-08,83456,Pulse1_Total,T1,559
456,2022-07-08,83457,Pulse1_Total,T1,6
457,2022-07-08,83458,Pulse1,P1,251
458,2022-07-08,83459,Pulse1,P1,74
459,2022-07-08,83460,Pulse1,P1,968
460,2022-07-08,83461,Pulse1_Total,T1,273
461,2022-07-08,83462,Pulse1_Total,T1,270
462,2022-07-08,83463,Pulse1_Total,T1,255
463,2022-07-08,83464,Pulse1,P1,567
464,2022-07-08,83465,Pulse1,P1,371
465,2022-07-08,83466,Pulse1,P1,857
466,2022-07-08,83467,Pulse1_Total,T1,798
467,2022-07-08,83468,Pulse1_Total,T1,60
468,2022-07-08,83469,Pulse1_Total,T1,896
469,2022-07-08,83470,Pulse1,P1,876
470,2022-07-08,83471,Pulse1,P1,909
471,2022-07-08,83472,Pulse1,P1,401
472,2022-07-08,83473,Pulse1_Total,T1,436
473,2022-07-08,83474,Pulse1_Total,T1,647
474,2022-07-08,83475,Pulse1_Total,T1,386
475,2022-07-08,83476,Pulse1,P1,131
476,2022-07-08,83477,Pulse1,P1,505
477,2022-07-08,83478,Pulse1,P1,840
478,2022-07-08,83479,Switch2,SW2,580
479,2022-07-08,83480,Pulse1_Total,T1,451
480,2022-07-08,83481,Pulse1_Total,T1,6
481,2022-07-08,83482,Pulse1_Total,T1,106
482,2022-07-08,83483,Pulse1,P1,622
483,2022-07-08,83484,Pulse1,P1,373
484,2022-07-08,83485,Pulse1,P1,273
485,2022-07-08,83486,Pulse1_Total,T1,702
486,2022-07-08,83487,Pulse1_Total,T1,630
487,2022-07-08,83488,Pulse1_Total,T1,119
488,2022-07-08,83489,Pulse1,P1,984
489,2022-07-08,83490,Pulse1,P1,769
490,2022-07-08,83491,Pulse1,P1,376
491,2022-07-08,83492,Pulse1_Total,T1,926
492,2022-07-08,83493,Pulse1_Total,T1,904
493,2022-07-08,83494,Pulse1_Total,T1,176
494,2022-07-08,83495,Pulse1,P1,163
495,2022-07-08,83496,Pulse1,P1,583
496,2022-07-08,83497,Pulse1,P1,3
497,2022-07-08,83498,Pulse1_Total,T1,79
498,2022-07-08,83499,Pulse1_Total,T1,328
499,2022-07-08,83500,Pulse1_Total,T1,309
500,2022-07-08,83501,Pulse1,P1,458
501,2022-07-08,83502,Pulse1,P1,591
502,2022-07-08,83503,Pulse1,P1,71
503,2022-07-08,83504,Pulse1_Total,T1,72
504,2022-07-08,83505,Pulse1_Total,T1,21
505,2022-07-08,83506,Pulse1_Total,T1,625
506,2022-07-08,83507,Pulse1,P1,948
507,2022-07-08,83508,Pulse1,P1,437
508,2022-07-08,83509,Pulse1,P1,40
509,2022-07-08,83510,Switch2,SW2,307
510,2022-07-08,83511,Pulse1_Total,T1,856
511,2022-07-08,83512,Pulse1_Total,T1,324
512,2022-07-08,83513,Pulse1_Total,T1,269
513,2022-07-08,83514,Pulse1,P1,429
514,2022-07-08,83515,Pulse1,P1,222
515,2022-07-08,83516,Pulse1,P1,511
516,2022-07-08,83517,Pulse1_Total,T1,642
517,2022-07-08,83518,Pulse1_Total,T1,872
518,2022-07-08,83519,Pulse1_Total,T1,191
519,2022-07-08,83520,Pulse1,P1,996
520,2022-07-08,83521,Pulse1,P1,187
521,2022-07-08,83522,Pulse1,P1,687
522,2022-07-08,83523,Pulse1_Total,T1,945
523,2022-07-08,83524,Pulse1_Total,T1,720
524,2022-07-08,83525,Pulse1_Total,T1,932
525,2022-07-08,83526,Pulse1,P1,521
526,2022-07-08,83527,Pulse1,P1,137
527,2022-07-08,83528,Pulse1,P1,178
528,2022-07-08,83529,Pulse1_Total,T1,867
529,2022-07-08,83530,Pulse1_Total,T1,318
530,2022-07-08,83531,Pulse1_Total,T1,659
531,2022-07-08,83532,Pulse1,P1,481
532,2022-07-08,83533,Pulse1,P1,674
533,2022-07-08,83534,Pulse1,P1,208
534,2022-07-08,83535,Switch2,SW2,383
535,2022-07-08,83536,Pulse1_Total,T1,404
536,2022-07-08,83537,Pulse1_Total,T1,72
537,2022-07-08,83538,Pulse1_Total,T1,692
538,2022-07-08,83539,Pulse1,P1,624
539,2022-07-08,83540,Pulse1,P1,165
540,2022-07-08,83541,Pulse1,P1,867
541,2022-07-08,83542,Pulse1_Total,T1,804
542,2022-07-08,83543,Switch2,SW2,733
543,2022-07-08,83544,Pulse1_Total,T1,160
544,2022-07-08,83545,Pulse1,P1,574
545,2022-07-08,83546,Pulse1_Total,T1,466
546,2022-07-08,83547,Pulse1,P1,384
547,2022-07-08,83548,Pulse1_Total,T1,638
548,2022-07-08,83549,Pulse1,P1,122
549,2022-07-08,83550,Pulse1_Total,T1,559
550,2022-07-08,83551,Pulse1,P1,738
551,2022-07-08,83552,Pulse1_Total,T1,544
552,2022-07-08,83553,Pulse1,P1,308
553,2022-07-08,83554,Pulse1_Total,T1,789
554,2022-07-08,83555,Pulse1,P1,448
555,2022-07-08,83556,Pulse1_Total,T1,863
556,2022-07-08,83557,Pulse1,P1,596
557,2022-07-08,83558,Pulse1_Total,T1,229
558,2022-07-08,83559,Pulse1,P1,544
559,2022-07-08,83560,Switch2,SW2,732
560,2022-07-08,83561,Pulse1,P1,103
561,2022-07-08,83562,Pulse1_Total,T1,812
562,2022-07-08,83563,Pulse1_Total,T1,500
563,2022-07-08,83564,Pulse1_Total,T1,428
564,2022-07-08,83565,Pulse1,P1,669
565,2022-07-08,83566,Pulse1,P1,600
566,2022-07-08,83567,Pulse1,P1,769
567,2022-07-08,83568,Pulse1_Total,T1,927
568,2022-07-08,83569,Pulse1_Total,T1,896
569,2022-07-08,83570,Pulse1_Total,T1,995
