,Date,CustomerID,typeM,Series,Value
70,2022-07-01,83071,Pulse1_Total,T1,2
71,2022-07-01,83072,Pulse1_Total,T1,790
72,2022-07-01,83073,Pulse1,P1,90
73,2022-07-01,83074,Pulse1,P1,583
74,2022-07-01,83075,Pulse1,P1,271
75,2022-07-01,83076,Pulse1_Total,T1,600
76,2022-07-01,83077,Pulse1_Total,T1,19
77,2022-07-01,83078,Pulse1,P1,317
78,2022-07-01,83079,Pulse1,P1,535
79,2022-07-01,83080,Pulse1_Total,T1,567
80,2022-07-01,83081,Pulse1_Total,T1,507
81,2022-07-01,83082,Pulse1_Total,T1,942
82,2022-07-01,83083,Pulse1,P1,185
83,2022-07-01,83084,Pulse1,P1,335
84,2022-07-01,83085,Pulse1,P1,319
85,2022-07-01,83086,Pulse1_Total,T1,372
86,2022-07-01,83087,Pulse1_Total,T1,464
87,2022-07-01,83088,Pulse1_Total,T1,278
88,2022-07-01,83089,Pulse1,P1,846
89,2022-07-01,83090,Pulse1,P1,662
90,2022-07-01,83091,Pulse1,P1,580
91,2022-07-01,83092,Pulse1_Total,T1,933
92,2022-07-01,83093,Switch2,SW2,338
93,2022-07-01,83094,Pulse1_Total,T1,338
94,2022-07-01,83095,Pulse1,P1,239
95,2022-07-01,83096,Pulse1_Total,T1,699
96,2022-07-01,83097,Pulse1,P1,160
97,2022-07-01,83098,Switch2,SW2,727
98,2022-07-01,83099,Pulse1,P1,226
99,2022-07-01,83100,Pulse1_Total,T1,168
100,2022-07-01,83101,Pulse1_Total,T1,958
101,2022-07-01,83102,Pulse1_Total,T1,538
102,2022-07-01,83103,Pulse1,P1,956
103,2022-07-01,83104,Pulse1,P1,251
104,2022-07-01,83105,Pulse1,P1,249
105,2022-07-01,83106,Pulse1_Total,T1,518
106,2022-07-01,83107,Pulse1_Total,T1,923
107,2022-07-01,83108,Switch2,SW2,942
108,2022-07-01,83109,Pulse1,P1,87
109,2022-07-01,83110,Pulse1,P1,720
110,2022-07-01,83111,Pulse1_Total,T1,730
111,2022-07-01,83112,Pulse1_Total,T1,559
112,2022-07-01,83113,Pulse1_Total,T1,903
113,2022-07-01,83114,Pulse1,P1,147
114,2022-07-01,83115,Pulse1,P1,654
115,2022-07-01,83116,Pulse1,P1,354
116,2022-07-01,83117,Pulse1_Total,T1,372
117,2022-07-01,83118,Pulse1_Total,T1,271
118,2022-07-01,83119,Pulse1_Total,T1,462
119,2022-07-01,83120,Pulse1,P1,888
120,2022-07-01,83121,Pulse1,P1,391
121,2022-07-01,83122,Pulse1,P1,22
122,2022-07-01,83123,Pulse1_Total,T1,102
123,2022-07-01,83124,Pulse1_Total,T1,81
124,2022-07-01,83125,Pulse1_Total,T1,633
125,2022-07-01,83126,Pulse1,P1,97
126,2022-07-01,83127,Pulse1,P1,922
127,2022-07-01,83128,Pulse1,P1,570
128,2022-07-01,83129,Pulse1_Total,T1,293
129,2022-07-01,83130,Pulse1_Total,T1,741
130,2022-07-01,83131,Switch2,SW2,505
131,2022-07-01,83132,Pulse1,P1,329
132,2022-07-01,83133,Pulse1,P1,409
133,2022-07-01,83134,Pulse1_Total,T1,95
134,2022-07-01,83135,Pulse1_Total,T1,903
135,2022-07-01,83136,Pulse1,P1,992
136,2022-07-01,83137,Pulse1,P1,499
137,2022-07-01,83138,Pulse1_Total,T1,551
138,2022-07-01,83139,Pulse1_Total,T1,105
139,2022-07-01,83140,Pulse1_Total,T1,583
140,2022-07-01,83141,Pulse1,P1,616
141,2022-07-01,83142,Pulse1,P1,175
142,2022-07-01,83143,Pulse1,P1,172
143,2022-07-01,83144,Pulse1_Total,T1,894
144,2022-07-01,83145,Pulse1_Total,T1,721
145,2022-07-01,83146,Pulse1_Total,T1,559
146,2022-07-01,83147,Pulse1,P1,28
147,2022-07-01,83148,Pulse1,P1,998
148,2022-07-01,83149,Pulse1,P1,909
149,2022-07-01,83150,Switch2,SW2,790
150,2022-07-01,83151,Pulse1_Total,T1,359
151,2022-07-01,83152,Pulse1_Total,T1,640
152,2022-07-01,83153,Pulse1_Total,T1,904
153,2022-07-01,83154,Pulse1,P1,854
154,2022-07-01,83155,Pulse1,P1,756
155,2022-07-01,83156,Pulse1,P1,117
156,2022-07-01,83157,Pulse1_Total,T1,940
157,2022-07-01,83158,Pulse1_Total,T1,344
158,2022-07-01,83159,Pulse1_Total,T1,6
159,2022-07-01,83160,Pulse1,P1,551
160,2022-07-01,83161,Pulse1,P1,894
161,2022-07-01,83162,Pulse1,P1,123
162,2022-07-01,83163,Pulse1_Total,T1,409
163,2022-07-01,83164,Pulse1_Total,T1,590
164,2022-07-01,83165,Pulse1_Total,T1,595
165,2022-07-01,83166,Pulse1,P1,631
166,2022-07-01,83167,Pulse1,P1,210
167,2022-07-01,83168,Pulse1,P1,151
168,2022-07-01,83169,Pulse1_Total,T1,534
169,2022-07-01,83170,Pulse1_Total,T1,807
170,2022-07-01,83171,Pulse1_Total,T1,395
171,2022-07-01,83172,Pulse1,P1,112
172,2022-07-01,83173,Pulse1,P1,184
173,2022-07-01,83174,Pulse1,P1,653
174,2022-07-01,83175,Pulse1_Total,T1,471
175,2022-07-01,83176,Pulse1_Total,T1,611
176,2022-07-01,83177,Pulse1_Total,T1,216
177,2022-07-01,83178,Pulse1,P1,323
178,2022-07-01,83179,Pulse1,P1,361
179,2022-07-01,83180,Pulse1,P1,118
180,2022-07-01,83181,Switch2,SW2,528
181,2022-07-01,83182,Pulse1_Total,T1,851
182,2022-07-01,83183,Pulse1_Total,T1,491
183,2022-07-01,83184,Pulse1,P1,83
184,2022-07-01,83185,Pulse1,P1,678
185,2022-07-01,83186,Pulse1_Total,T1,465
186,2022-07-01,83187,Pulse1_Total,T1,739
187,2022-07-01,83188,Pulse1_Total,T1,633
188,2022-07-01,83189,Pulse1,P1,256
189,2022-07-01,83190,Pulse1,P1,630
190,2022-07-01,83191,Pulse1,P1,879
191,2022-07-01,83192,Pulse1_Total,T1,262
192,2022-07-01,83193,Pulse1_Total,T1,507
193,2022-07-01,83194,Switch2,SW2,556
194,2022-07-01,83195,Pulse1,P1,667
195,2022-07-01,83196,Pulse1,P1,418
196,2022-07-01,83197,Pulse1_Total,T1,532
197,2022-07-01,83198,Pulse1_Total,T1,751
198,2022-07-01,83199,Pulse1_Total,T1,730
199,2022-07-01,83200,Pulse1,P1,374
200,2022-07-01,83201,Pulse1,P1,985
201,2022-07-01,83202,Pulse1,P1,421
202,2022-07-01,83203,Pulse1_Total,T1,116
203,2022-07-01,83204,Pulse1_Total,T1,573
204,2022-07-01,83205,Pulse1_Total,T1,89
205,2022-07-01,83206,Pulse1,P1,964
206,2022-07-01,83207,Pulse1,P1,829
207,2022-07-01,83208,Pulse1,P1,193
208,2022-07-01,83209,Switch2,SW2,29
209,2022-07-01,83210,Pulse1_Total,T1,314
210,2022-07-01,83211,Switch2,SW2,877
211,2022-07-01,83212,Pulse1_Total,T1,28
212,2022-07-01,83213,Pulse1,P1,977
213,2022-07-01,83214,Pulse1_Total,T1,607
214,2022-07-01,83215,Pulse1,P1,644
215,2022-07-01,83216,Pulse1_Total,T1,701
216,2022-07-01,83217,Pulse1,P1,542
217,2022-07-01,83218,Pulse1_Total,T1,455
218,2022-07-01,83219,Pulse1,P1,564
219,2022-07-01,83220,Pulse1_Total,T1,365
220,2022-07-01,83221,Pulse1,P1,826
221,2022-07-01,83222,Pulse1_Total,T1,728
222,2022-07-01,83223,Pulse1,P1,213
223,2022-07-01,83224,Pulse1_Total,T1,880
224,2022-07-01,83225,Pulse1,P1,34
225,2022-07-01,83226,Pulse1_Total,T1,93
226,2022-07-01,83227,Pulse1,P1,15
227,2022-07-01,83228,Pulse1_Total,T1,495
228,2022-07-01,83229,Pulse1,P1,975
229,2022-07-01,83230,Switch2,SW2,840
230,2022-07-01,83231,Pulse1,P1,701
231,2022-07-01,83232,Pulse1_Total,T1,171
232,2022-07-01,83233,Pulse1_Total,T1,178
233,2022-07-01,83234,Pulse1_Total,T1,183
234,2022-07-01,83235,Pulse1,P1,569
235,2022-07-01,83236,Pulse1,P1,889
236,2022-07-01,83237,Pulse1,P1,346
237,2022-07-01,83238,Switch2,SW2,1
238,2022-07-01,83239,Switch2,SW2,830
239,2022-07-01,83240,Pulse1_Total,T1,47
240,2022-07-01,83241,Pulse1_Total,T1,646
241,2022-07-01,83242,Pulse1_Total,T1,163
242,2022-07-01,83243,Pulse1,P1,235
243,2022-07-01,83244,Pulse1,P1,516
244,2022-07-01,83245,Pulse1,P1,621
245,2022-07-01,83246,Pulse1_Total,T1,649
246,2022-07-01,83247,Pulse1_Total,T1,910
247,2022-07-01,83248,Pulse1_Total,T1,133
248,2022-07-01,83249,Pulse1,P1,340
249,2022-07-01,83250,Pulse1,P1,262
250,2022-07-01,83251,Pulse1,P1,114
251,2022-07-01,83252,Pulse1_Total,T1,410
252,2022-07-01,83253,Pulse1_Total,T1,464
253,2022-07-01,83254,Pulse1_Total,T1,945
254,2022-07-01,83255,Pulse1,P1,968
255,2022-07-01,83256,Pulse1,P1,58
256,2022-07-01,83257,Pulse1,P1,959
257,2022-07-01,83258,Pulse1_Total,T1,178
258,2022-07-01,83259,Pulse1_Total,T1,96
259,2022-07-01,83260,Pulse1_Total,T1,135
260,2022-07-01,83261,Pulse1,P1,671
261,2022-07-01,83262,Pulse1,P1,45
262,2022-07-01,83263,Pulse1,P1,496
263,2022-07-01,83264,Pulse1_Total,T1,736
264,2022-07-01,83265,Switch2,SW2,125
265,2022-07-01,83266,Pulse1_Total,T1,74
266,2022-07-01,83267,Pulse1,P1,205
267,2022-07-01,83268,Pulse1_Total,T1,701
268,2022-07-01,83269,Pulse1,P1,718
269,2022-07-01,83270,Pulse1_Total,T1,800
270,2022-07-01,83271,Pulse1,P1,173
271,2022-07-01,83272,Pulse1_Total,T1,882
272,2022-07-01,83273,Pulse1,P1,841
273,2022-07-01,83274,Pulse1_Total,T1,518
274,2022-07-01,83275,Pulse1,P1,231
275,2022-07-01,83276,Pulse1_Total,T1,651
276,2022-07-01,83277,Pulse1,P1,112
277,2022-07-01,83278,Pulse1_Total,T1,128
278,2022-07-01,83279,Pulse1,P1,456
279,2022-07-01,83280,Pulse1_Total,T1,171
280,2022-07-01,83281,Pulse1,P1,950
281,2022-07-01,83282,Pulse1_Total,T1,241
282,2022-07-01,83283,Pulse1,P1,260
283,2022-07-01,83284,Pulse1_Total,T1,279
284,2022-07-01,83285,Pulse1,P1,601
285,2022-07-01,83286,Pulse1_Total,T1,882
286,2022-07-01,83287,Pulse1,P1,131
287,2022-07-01,83288,Pulse1_Total,T1,375
288,2022-07-01,83289,Pulse1,P1,167
289,2022-07-01,83290,Pulse1_Total,T1,253
290,2022-07-01,83291,Pulse1,P1,0
291,2022-07-01,83292,Pulse1_Total,T1,130
292,2022-07-01,83293,Pulse1,P1,243
293,2022-07-01,83294,Switch2,SW2,330
294,2022-07-01,83295,Pulse1,P1,387
295,2022-07-01,83296,Pulse1_Total,T1,571
296,2022-07-01,83297,Pulse1_Total,T1,954
297,2022-07-01,83298,Pulse1_Total,T1,808
298,2022-07-01,83299,Pulse1,P1,569
299,2022-07-01,83300,Pulse1,P1,806
300,2022-07-01,83301,Pulse1,P1,374
301,2022-07-01,83302,Pulse1_Total,T1,114
302,2022-07-01,83303,Pulse1_Total,T1,583
303,2022-07-01,83304,Pulse1_Total,T1,900
304,2022-07-01,83305,Pulse1,P1,513
305,2022-07-01,83306,Pulse1,P1,429
306,2022-07-01,83307,Pulse1,P1,51
307,2022-07-01,83308,Pulse1_Total,T1,945
308,2022-07-01,83309,Switch2,SW2,590
309,2022-07-01,83310,Pulse1_Total,T1,123
310,2022-07-01,83311,Pulse1,P1,198
311,2022-07-01,83312,Pulse1_Total,T1,447
312,2022-07-01,83313,Pulse1,P1,345
313,2022-07-01,83314,Pulse1_Total,T1,146
314,2022-07-01,83315,Pulse1,P1,638
315,2022-07-01,83316,Pulse1_Total,T1,998
316,2022-07-01,83317,Pulse1,P1,187
317,2022-07-01,83318,Pulse1_Total,T1,501
318,2022-07-01,83319,Pulse1,P1,95
319,2022-07-01,83320,Switch2,SW2,974
320,2022-07-01,83321,Pulse1,P1,12
321,2022-07-01,83322,Pulse1_Total,T1,470
322,2022-07-01,83323,Pulse1_Total,T1,161
323,2022-07-01,83324,Pulse1_Total,T1,29
324,2022-07-01,83325,Pulse1,P1,634
325,2022-07-01,83326,Pulse1,P1,305
326,2022-07-01,83327,Pulse1,P1,514
327,2022-07-01,83328,Pulse1_Total,T1,107
328,2022-07-01,83329,Pulse1_Total,T1,584
329,2022-07-01,83330,Pulse1,P1,448
330,2022-07-01,83331,Pulse1,P1,705
331,2022-07-01,83332,Pulse1_Total,T1,66
332,2022-07-01,83333,Pulse1_Total,T1,274
333,2022-07-01,83334,Pulse1,P1,124
334,2022-07-01,83335,Pulse1_Total,T1,215
335,2022-07-01,83336,Pulse1,P1,302
336,2022-07-01,83337,Switch2,SW2,173
337,2022-07-01,83338,Pulse1,P1,323
338,2022-07-01,83339,Pulse1_Total,T1,144
339,2022-07-01,83340,Pulse1_Total,T1,225
340,2022-07-01,83341,Pulse1_Total,T1,647
341,2022-07-01,83342,Pulse1,P1,534
342,2022-07-01,83343,Pulse1,P1,144
343,2022-07-01,83344,Pulse1,P1,278
344,2022-07-01,83345,Pulse1_Total,T1,214
345,2022-07-01,83346,Pulse1_Total,T1,13
346,2022-07-01,83347,Pulse1_Total,T1,610
347,2022-07-01,83348,Pulse1,P1,939
348,2022-07-01,83349,Pulse1,P1,104
349,2022-07-01,83350,Pulse1,P1,128
350,2022-07-01,83351,Pulse1_Total,T1,726
351,2022-07-01,83352,Pulse1_Total,T1,165
352,2022-07-01,83353,Pulse1_Total,T1,216
353,2022-07-01,83354,Pulse1,P1,815
354,2022-07-01,83355,Pulse1,P1,386
355,2022-07-01,83356,Pulse1,P1,71
356,2022-07-01,83357,Pulse1_Total,T1,128
357,2022-07-01,83358,Pulse1_Total,T1,154
358,2022-07-01,83359,Pulse1_Total,T1,554
359,2022-07-01,83360,Pulse1,P1,894
360,2022-07-01,83361,Pulse1,P1,1
361,2022-07-01,83362,Pulse1,P1,456
362,2022-07-01,83363,Pulse1_Total,T1,158
363,2022-07-01,83364,Pulse1_Total,T1,766
364,2022-07-01,83365,Pulse1,P1,682
365,2022-07-01,83366,Pulse1,P1,586
366,2022-07-01,83367,Pulse1_Total,T1,195
367,2022-07-01,83368,Pulse1_Total,T1,928
368,2022-07-01,83369,Pulse1_Total,T1,19
369,2022-07-01,83370,Pulse1,P1,703
370,2022-07-01,83371,Pulse1,P1,593
371,2022-07-01,83372,Pulse1,P1,52
372,2022-07-01,83373,Switch2,SW2,841
373,2022-07-01,83374,Pulse1_Total,T1,320
374,2022-07-01,83375,Pulse1_Total,T1,38
375,2022-07-01,83376,Pulse1,P1,349
376,2022-07-01,83377,Pulse1_Total,T1,589
377,2022-07-01,83378,Pulse1,P1,195
378,2022-07-01,83379,Pulse1_Total,T1,63
379,2022-07-01,83380,Pulse1,P1,457
380,2022-07-01,83381,Pulse1_Total,T1,474
381,2022-07-01,83382,Pulse1,P1,155
382,2022-07-01,83383,Pulse1_Total,T1,67
383,2022-07-01,83384,Pulse1,P1,841
384,2022-07-01,83385,Pulse1_Total,T1,626
385,2022-07-01,83386,Pulse1,P1,188
386,2022-07-01,83387,Switch2,SW2,716
387,2022-07-01,83388,Pulse1,P1,834
388,2022-07-01,83389,Pulse1_Total,T1,237
389,2022-07-01,83390,Pulse1_Total,T1,292
390,2022-07-01,83391,Pulse1_Total,T1,88
391,2022-07-01,83392,Pulse1,P1,373
392,2022-07-01,83393,Pulse1,P1,72
393,2022-07-01,83394,Pulse1,P1,336
394,2022-07-01,83395,Pulse1_Total,T1,545
395,2022-07-01,83396,Pulse1_Total,T1,491
396,2022-07-01,83397,Pulse1_Total,T1,434
397,2022-07-01,83398,Pulse1,P1,318
398,2022-07-01,83399,Pulse1,P1,883
399,2022-07-01,83400,Pulse1,P1,639
400,2022-07-01,83401,Switch2,SW2,61
401,2022-07-01,83402,Pulse1_Total,T1,961
402,2022-07-01,83403,Pulse1_Total,T1,614
403,2022-07-01,83404,Pulse1,P1,867
404,2022-07-01,83405,Pulse1,P1,34
405,2022-07-01,83406,Pulse1_Total,T1,461
406,2022-07-01,83407,Pulse1_Total,T1,784
407,2022-07-01,83408,Pulse1_Total,T1,655
408,2022-07-01,83409,Pulse1,P1,231
409,2022-07-01,83410,Pulse1,P1,193
410,2022-07-01,83411,Pulse1,P1,248
411,2022-07-01,83412,Pulse1_Total,T1,223
412,2022-07-01,83413,Pulse1_Total,T1,337
413,2022-07-01,83414,Switch2,SW2,530
414,2022-07-01,83415,Pulse1,P1,691
415,2022-07-01,83416,Pulse1,P1,995
416,2022-07-01,83417,Pulse1_Total,T1,5
417,2022-07-01,83418,Pulse1_Total,T1,742
418,2022-07-01,83419,Pulse1_Total,T1,175
419,2022-07-01,83420,Pulse1,P1,363
420,2022-07-01,83421,Pulse1,P1,623
421,2022-07-01,83422,Pulse1,P1,822
422,2022-07-01,83423,Pulse1_Total,T1,97
423,2022-07-01,83424,Pulse1_Total,T1,450
424,2022-07-01,83425,Pulse1_Total,T1,81
425,2022-07-01,83426,Pulse1,P1,859
426,2022-07-01,83427,Pulse1,P1,411
427,2022-07-01,83428,Pulse1,P1,652
428,2022-07-01,83429,Pulse1_Total,T1,383
429,2022-07-01,83430,Pulse1_Total,T1,107
430,2022-07-01,83431,Pulse1_Total,T1,683
431,2022-07-01,83432,Pulse1,P1,204
432,2022-07-01,83433,Pulse1,P1,433
433,2022-07-01,83434,Pulse1,P1,31
434,2022-07-01,83435,Pulse1_Total,T1,40
435,2022-07-01,83436,Pulse1_Total,T1,362
436,2022-07-01,83437,DeviceTemperature,Max,280
437,2022-07-01,83438,Pulse1,P1,393
438,2022-07-01,83439,Pulse1,P1,279
439,2022-07-01,83440,Switch2,SW2,206
440,2022-07-01,83441,Pulse1_Total,T1,60
441,2022-07-01,83442,Pulse1_Total,T1,394
442,2022-07-01,83443,Pulse1_Total,T1,927
443,2022-07-01,83444,Pulse1,P1,987
444,2022-07-01,83445,Pulse1,P1,613
445,2022-07-01,83446,Pulse1,P1,807
446,2022-07-01,83447,Pulse1_Total,T1,178
447,2022-07-01,83448,Pulse1_Total,T1,564
448,2022-07-01,83449,Pulse1,P1,938
449,2022-07-01,83450,Pulse1,P1,668
450,2022-07-01,83451,Pulse1_Total,T1,313
451,2022-07-01,83452,Pulse1_Total,T1,52
452,2022-07-01,83453,Pulse1,P1,160
453,2022-07-01,83454,Pulse1,P1,113
454,2022-07-01,83455,Pulse1_Total,T1,872
455,2022-07-01,83456,Pulse1_Total,T1,52
456,2022-07-01,83457,Pulse1_Total,T1,651
457,2022-07-01,83458,Pulse1,P1,306
458,2022-07-01,83459,Pulse1,P1,773
459,2022-07-01,83460,Pulse1,P1,221
460,2022-07-01,83461,Pulse1_Total,T1,730
461,2022-07-01,83462,Pulse1_Total,T1,52
462,2022-07-01,83463,Pulse1_Total,T1,25
463,2022-07-01,83464,Pulse1,P1,524
464,2022-07-01,83465,Pulse1,P1,765
465,2022-07-01,83466,Pulse1,P1,175
466,2022-07-01,83467,Pulse1_Total,T1,708
467,2022-07-01,83468,Pulse1_Total,T1,551
468,2022-07-01,83469,Pulse1_Total,T1,73
469,2022-07-01,83470,Pulse1,P1,790
470,2022-07-01,83471,Pulse1,P1,837
471,2022-07-01,83472,Pulse1,P1,652
472,2022-07-01,83473,Pulse1_Total,T1,352
473,2022-07-01,83474,Pulse1_Total,T1,855
474,2022-07-01,83475,Pulse1_Total,T1,524
475,2022-07-01,83476,Pulse1,P1,684
476,2022-07-01,83477,Pulse1,P1,626
477,2022-07-01,83478,Pulse1,P1,813
478,2022-07-01,83479,Switch2,SW2,35
479,2022-07-01,83480,Pulse1_Total,T1,393
480,2022-07-01,83481,Pulse1_Total,T1,338
481,2022-07-01,83482,Pulse1_Total,T1,977
482,2022-07-01,83483,Pulse1,P1,675
483,2022-07-01,83484,Pulse1,P1,6
484,2022-07-01,83485,Pulse1,P1,286
485,2022-07-01,83486,Pulse1_Total,T1,780
486,2022-07-01,83487,Pulse1_Total,T1,28
487,2022-07-01,83488,Pulse1_Total,T1,68
488,2022-07-01,83489,Pulse1,P1,296
489,2022-07-01,83490,Pulse1,P1,296
490,2022-07-01,83491,Pulse1,P1,884
491,2022-07-01,83492,Pulse1_Total,T1,593
492,2022-07-01,83493,Pulse1_Total,T1,923
493,2022-07-01,83494,Pulse1_Total,T1,425
494,2022-07-01,83495,Pulse1,P1,616
495,2022-07-01,83496,Pulse1,P1,938
496,2022-07-01,83497,Pulse1,P1,827
497,2022-07-01,83498,Pulse1_Total,T1,621
498,2022-07-01,83499,Pulse1_Total,T1,598
499,2022-07-01,83500,Pulse1_Total,T1,457
500,2022-07-01,83501,Pulse1,P1,924
501,2022-07-01,83502,Pulse1,P1,321
502,2022-07-01,83503,Pulse1,P1,820
503,2022-07-01,83504,Pulse1_Total,T1,883
504,2022-07-01,83505,Pulse1_Total,T1,629
505,2022-07-01,83506,Pulse1_Total,T1,425
506,2022-07-01,83507,Pulse1,P1,162
507,2022-07-01,83508,Pulse1,P1,914
508,2022-07-01,83509,Pulse1,P1,708
509,2022-07-01,83510,Switch2,SW2,720
510,2022-07-01,83511,Pulse1_Total,T1,517
511,2022-07-01,83512,Pulse1_Total,T1,72
512,2022-07-01,83513,Pulse1_Total,T1,983
513,2022-07-01,83514,Pulse1,P1,310
514,2022-07-01,83515,Pulse1,P1,36
515,2022-07-01,83516,Pulse1,P1,833
516,2022-07-01,83517,Pulse1_Total,T1,142
517,2022-07-01,83518,Pulse1_Total,T1,652
518,2022-07-01,83519,Pulse1_Total,T1,522
519,2022-07-01,83520,Pulse1,P1,854
520,2022-07-01,83521,Pulse1,P1,683
521,2022-07-01,83522,Pulse1,P1,594
522,2022-07-01,83523,Pulse1_Total,T1,441
523,2022-07-01,83524,Pulse1_Total,T1,267
524,2022-07-01,83525,Pulse1_Total,T1,531
525,2022-07-01,83526,Pulse1,P1,197
526,2022-07-01,83527,Pulse1,P1,218
527,2022-07-01,83528,Pulse1,P1,991
528,2022-07-01,83529,Pulse1_Total,T1,497
529,2022-07-01,83530,Pulse1_Total,T1,284
530,2022-07-01,83531,Pulse1_Total,T1,270
531,2022-07-01,83532,Pulse1,P1,18
532,2022-07-01,83533,Pulse1,P1,303
533,2022-07-01,83534,Pulse1,P1,813
534,2022-07-01,83535,Switch2,SW2,442
535,2022-07-01,83536,Pulse1_Total,T1,514
536,2022-07-01,83537,Pulse1_Total,T1,47
537,2022-07-01,83538,Pulse1_Total,T1,869
538,2022-07-01,83539,Pulse1,P1,890
539,2022-07-01,83540,Pulse1,P1,100
540,2022-07-01,83541,Pulse1,P1,307
541,2022-07-01,83542,Pulse1_Total,T1,777
542,2022-07-01,83543,Switch2,SW2,508
543,2022-07-01,83544,Pulse1_Total,T1,572
544,2022-07-01,83545,Pulse1,P1,216
545,2022-07-01,83546,Pulse1_Total,T1,204
546,2022-07-01,83547,Pulse1,P1,26
547,2022-07-01,83548,Pulse1_Total,T1,711
548,2022-07-01,83549,Pulse1,P1,606
549,2022-07-01,83550,Pulse1_Total,T1,246
550,2022-07-01,83551,Pulse1,P1,660
551,2022-07-01,83552,Pulse1_Total,T1,615
552,2022-07-01,83553,Pulse1,P1,21
553,2022-07-01,83554,Pulse1_Total,T1,830
554,2022-07-01,83555,Pulse1,P1,471
555,2022-07-01,83556,Pulse1_Total,T1,216
556,2022-07-01,83557,Pulse1,P1,243
557,2022-07-01,83558,Pulse1_Total,T1,799
558,2022-07-01,83559,Pulse1,P1,977
559,2022-07-01,83560,Switch2,SW2,332
560,2022-07-01,83561,Pulse1,P1,622
561,2022-07-01,83562,Pulse1_Total,T1,401
562,2022-07-01,83563,Pulse1_Total,T1,179
563,2022-07-01,83564,Pulse1_Total,T1,987
564,2022-07-01,83565,Pulse1,P1,757
565,2022-07-01,83566,Pulse1,P1,383
566,2022-07-01,83567,Pulse1,P1,233
567,2022-07-01,83568,Pulse1_Total,T1,2
568,2022-07-01,83569,Pulse1_Total,T1,333
569,2022-07-01,83570,Pulse1_Total,T1,970
570,2022-07-01,83571,Pulse1,P1,518
