Unnamed: 0,Date,CustomerID,typeM,Series,Value
83,2022-07-05,83084,Pulse1,P1,40
84,2022-07-05,83085,Pulse1,P1,944
85,2022-07-05,83086,Pulse1_Total,T1,664
86,2022-07-05,83087,Pulse1_Total,T1,229
87,2022-07-05,83088,Pulse1_Total,T1,498
88,2022-07-05,83089,Pulse1,P1,22
89,2022-07-05,83090,Pulse1,P1,475
90,2022-07-05,83091,Pulse1,P1,750
91,2022-07-05,83092,Pulse1_Total,T1,510
92,2022-07-05,83093,Switch2,SW2,694
93,2022-07-05,83094,Pulse1_Total,T1,32
94,2022-07-05,83095,Pulse1,P1,997
95,2022-07-05,83096,Pulse1_Total,T1,939
96,2022-07-05,83097,Pulse1,P1,24
97,2022-07-05,83098,Switch2,SW2,876
98,2022-07-05,83099,Pulse1,P1,113
99,2022-07-05,83100,Pulse1_Total,T1,38
100,2022-07-05,83101,Pulse1_Total,T1,645
101,2022-07-05,83102,Pulse1_Total,T1,163
102,2022-07-05,83103,Pulse1,P1,456
103,2022-07-05,83104,Pulse1,P1,940
104,2022-07-05,83105,Pulse1,P1,268
105,2022-07-05,83106,Pulse1_Total,T1,253
106,2022-07-05,83107,Pulse1_Total,T1,520
107,2022-07-05,83108,Switch2,SW2,527
108,2022-07-05,83109,Pulse1,P1,252
109,2022-07-05,83110,Pulse1,P1,745
110,2022-07-05,83111,Pulse1_Total,T1,905
111,2022-07-05,83112,Pulse1_Total,T1,289
112,2022-07-05,83113,Pulse1_Total,T1,535
113,2022-07-05,83114,Pulse1,P1,319
114,2022-07-05,83115,Pulse1,P1,546
115,2022-07-05,83116,Pulse1,P1,85
116,2022-07-05,83117,Pulse1_Total,T1,698
117,2022-07-05,83118,Pulse1_Total,T1,65
118,2022-07-05,83119,Pulse1_Total,T1,321
119,2022-07-05,83120,Pulse1,P1,477
120,2022-07-05,83121,Pulse1,P1,197
121,2022-07-05,83122,Pulse1,P1,356
122,2022-07-05,83123,Pulse1_Total,T1,78
123,2022-07-05,83124,Pulse1_Total,T1,788
124,2022-07-05,83125,Pulse1_Total,T1,514
125,2022-07-05,83126,Pulse1,P1,669
126,2022-07-05,83127,Pulse1,P1,658
127,2022-07-05,83128,Pulse1,P1,933
128,2022-07-05,83129,Pulse1_Total,T1,830
129,2022-07-05,83130,Pulse1_Total,T1,418
130,2022-07-05,83131,Switch2,SW2,251
131,2022-07-05,83132,Pulse1,P1,130
132,2022-07-05,83133,Pulse1,P1,317
133,2022-07-05,83134,Pulse1_Total,T1,190
134,2022-07-05,83135,Pulse1_Total,T1,880
135,2022-07-05,83136,Pulse1,P1,97
136,2022-07-05,83137,Pulse1,P1,611
137,2022-07-05,83138,Pulse1_Total,T1,754
138,2022-07-05,83139,Pulse1_Total,T1,194
139,2022-07-05,83140,Pulse1_Total,T1,617
140,2022-07-05,83141,Pulse1,P1,260
141,2022-07-05,83142,Pulse1,P1,385
142,2022-07-05,83143,Pulse1,P1,349
143,2022-07-05,83144,Pulse1_Total,T1,940
144,2022-07-05,83145,Pulse1_Total,T1,649
145,2022-07-05,83146,Pulse1_Total,T1,668
146,2022-07-05,83147,Pulse1,P1,88
147,2022-07-05,83148,Pulse1,P1,496
148,2022-07-05,83149,Pulse1,P1,804
149,2022-07-05,83150,Switch2,SW2,945
150,2022-07-05,83151,Pulse1_Total,T1,133
151,2022-07-05,83152,Pulse1_Total,T1,352
152,2022-07-05,83153,Pulse1_Total,T1,137
153,2022-07-05,83154,Pulse1,P1,314
154,2022-07-05,83155,Pulse1,P1,408
155,2022-07-05,83156,Pulse1,P1,254
156,2022-07-05,83157,Pulse1_Total,T1,169
157,2022-07-05,83158,Pulse1_Total,T1,503
158,2022-07-05,83159,Pulse1_Total,T1,753
159,2022-07-05,83160,Pulse1,P1,781
160,2022-07-05,83161,Pulse1,P1,408
161,2022-07-05,83162,Pulse1,P1,117
162,2022-07-05,83163,Pulse1_Total,T1,472
163,2022-07-05,83164,Pulse1_Total,T1,239
164,2022-07-05,83165,Pulse1_Total,T1,395
165,2022-07-05,83166,Pulse1,P1,36
166,2022-07-05,83167,Pulse1,P1,418
167,2022-07-05,83168,Pulse1,P1,694
168,2022-07-05,83169,Pulse1_Total,T1,814
169,2022-07-05,83170,Pulse1_Total,T1,761
170,2022-07-05,83171,Pulse1_Total,T1,843
171,2022-07-05,83172,Pulse1,P1,390
172,2022-07-05,83173,Pulse1,P1,388
173,2022-07-05,83174,Pulse1,P1,302
174,2022-07-05,83175,Pulse1_Total,T1,45
175,2022-07-05,83176,Pulse1_Total,T1,108
176,2022-07-05,83177,Pulse1_Total,T1,53
177,2022-07-05,83178,Pulse1,P1,904
178,2022-07-05,83179,Pulse1,P1,487
179,2022-07-05,83180,Pulse1,P1,204
180,2022-07-05,83181,Switch2,SW2,836
181,2022-07-05,83182,Pulse1_Total,T1,829
182,2022-07-05,83183,Pulse1_Total,T1,960
183,2022-07-05,83184,Pulse1,P1,859
184,2022-07-05,83185,Pulse1,P1,198
185,2022-07-05,83186,Pulse1_Total,T1,11
186,2022-07-05,83187,Pulse1_Total,T1,183
187,2022-07-05,83188,Pulse1_Total,T1,98
188,2022-07-05,83189,Pulse1,P1,781
189,2022-07-05,83190,Pulse1,P1,777
190,2022-07-05,83191,Pulse1,P1,377
191,2022-07-05,83192,Pulse1_Total,T1,483
192,2022-07-05,83193,Pulse1_Total,T1,116
193,2022-07-05,83194,Switch2,SW2,959
194,2022-07-05,83195,Pulse1,P1,648
195,2022-07-05,83196,Pulse1,P1,391
196,2022-07-05,83197,Pulse1_Total,T1,483
197,2022-07-05,83198,Pulse1_Total,T1,262
198,2022-07-05,83199,Pulse1_Total,T1,470
199,2022-07-05,83200,Pulse1,P1,783
200,2022-07-05,83201,Pulse1,P1,580
201,2022-07-05,83202,Pulse1,P1,667
202,2022-07-05,83203,Pulse1_Total,T1,357
203,2022-07-05,83204,Pulse1_Total,T1,5
204,2022-07-05,83205,Pulse1_Total,T1,461
205,2022-07-05,83206,Pulse1,P1,662
206,2022-07-05,83207,Pulse1,P1,349
207,2022-07-05,83208,Pulse1,P1,4
208,2022-07-05,83209,Switch2,SW2,455
209,2022-07-05,83210,Pulse1_Total,T1,779
210,2022-07-05,83211,Switch2,SW2,208
211,2022-07-05,83212,Pulse1_Total,T1,683
212,2022-07-05,83213,Pulse1,P1,40
213,2022-07-05,83214,Pulse1_Total,T1,205
214,2022-07-05,83215,Pulse1,P1,952
215,2022-07-05,83216,Pulse1_Total,T1,558
216,2022-07-05,83217,Pulse1,P1,631
217,2022-07-05,83218,Pulse1_Total,T1,510
218,2022-07-05,83219,Pulse1,P1,271
219,2022-07-05,83220,Pulse1_Total,T1,340
220,2022-07-05,83221,Pulse1,P1,167
221,2022-07-05,83222,Pulse1_Total,T1,451
222,2022-07-05,83223,Pulse1,P1,463
223,2022-07-05,83224,Pulse1_Total,T1,631
224,2022-07-05,83225,Pulse1,P1,375
225,2022-07-05,83226,Pulse1_Total,T1,547
226,2022-07-05,83227,Pulse1,P1,238
227,2022-07-05,83228,Pulse1_Total,T1,70
228,2022-07-05,83229,Pulse1,P1,245
229,2022-07-05,83230,Switch2,SW2,523
230,2022-07-05,83231,Pulse1,P1,850
231,2022-07-05,83232,Pulse1_Total,T1,254
232,2022-07-05,83233,Pulse1_Total,T1,335
233,2022-07-05,83234,Pulse1_Total,T1,137
234,2022-07-05,83235,Pulse1,P1,933
235,2022-07-05,83236,Pulse1,P1,785
236,2022-07-05,83237,Pulse1,P1,574
237,2022-07-05,83238,Switch2,SW2,731
238,2022-07-05,83239,Switch2,SW2,717
239,2022-07-05,83240,Pulse1_Total,T1,150
240,2022-07-05,83241,Pulse1_Total,T1,614
241,2022-07-05,83242,Pulse1_Total,T1,444
242,2022-07-05,83243,Pulse1,P1,498
243,2022-07-05,83244,Pulse1,P1,664
244,2022-07-05,83245,Pulse1,P1,90
245,2022-07-05,83246,Pulse1_Total,T1,957
246,2022-07-05,83247,Pulse1_Total,T1,246
247,2022-07-05,83248,Pulse1_Total,T1,240
248,2022-07-05,83249,Pulse1,P1,46
249,2022-07-05,83250,Pulse1,P1,587
250,2022-07-05,83251,Pulse1,P1,882
251,2022-07-05,83252,Pulse1_Total,T1,270
252,2022-07-05,83253,Pulse1_Total,T1,195
253,2022-07-05,83254,Pulse1_Total,T1,732
254,2022-07-05,83255,Pulse1,P1,869
255,2022-07-05,83256,Pulse1,P1,838
256,2022-07-05,83257,Pulse1,P1,834
257,2022-07-05,83258,Pulse1_Total,T1,6
258,2022-07-05,83259,Pulse1_Total,T1,32
259,2022-07-05,83260,Pulse1_Total,T1,669
260,2022-07-05,83261,Pulse1,P1,748
261,2022-07-05,83262,Pulse1,P1,324
262,2022-07-05,83263,Pulse1,P1,746
263,2022-07-05,83264,Pulse1_Total,T1,253
264,2022-07-05,83265,Switch2,SW2,784
265,2022-07-05,83266,Pulse1_Total,T1,248
266,2022-07-05,83267,Pulse1,P1,809
267,2022-07-05,83268,Pulse1_Total,T1,999
268,2022-07-05,83269,Pulse1,P1,621
269,2022-07-05,83270,Pulse1_Total,T1,394
270,2022-07-05,83271,Pulse1,P1,77
271,2022-07-05,83272,Pulse1_Total,T1,910
272,2022-07-05,83273,Pulse1,P1,269
273,2022-07-05,83274,Pulse1_Total,T1,796
274,2022-07-05,83275,Pulse1,P1,928
275,2022-07-05,83276,Pulse1_Total,T1,390
276,2022-07-05,83277,Pulse1,P1,451
277,2022-07-05,83278,Pulse1_Total,T1,526
278,2022-07-05,83279,Pulse1,P1,325
279,2022-07-05,83280,Pulse1_Total,T1,36
280,2022-07-05,83281,Pulse1,P1,1
281,2022-07-05,83282,Pulse1_Total,T1,769
282,2022-07-05,83283,Pulse1,P1,568
283,2022-07-05,83284,Pulse1_Total,T1,295
284,2022-07-05,83285,Pulse1,P1,183
285,2022-07-05,83286,Pulse1_Total,T1,774
286,2022-07-05,83287,Pulse1,P1,74
287,2022-07-05,83288,Pulse1_Total,T1,132
288,2022-07-05,83289,Pulse1,P1,840
289,2022-07-05,83290,Pulse1_Total,T1,886
290,2022-07-05,83291,Pulse1,P1,562
291,2022-07-05,83292,Pulse1_Total,T1,144
292,2022-07-05,83293,Pulse1,P1,749
293,2022-07-05,83294,Switch2,SW2,989
294,2022-07-05,83295,Pulse1,P1,845
295,2022-07-05,83296,Pulse1_Total,T1,186
296,2022-07-05,83297,Pulse1_Total,T1,555
297,2022-07-05,83298,Pulse1_Total,T1,735
298,2022-07-05,83299,Pulse1,P1,917
299,2022-07-05,83300,Pulse1,P1,25
300,2022-07-05,83301,Pulse1,P1,979
301,2022-07-05,83302,Pulse1_Total,T1,874
302,2022-07-05,83303,Pulse1_Total,T1,80
303,2022-07-05,83304,Pulse1_Total,T1,755
304,2022-07-05,83305,Pulse1,P1,683
305,2022-07-05,83306,Pulse1,P1,820
306,2022-07-05,83307,Pulse1,P1,236
307,2022-07-05,83308,Pulse1_Total,T1,743
308,2022-07-05,83309,Switch2,SW2,138
309,2022-07-05,83310,Pulse1_Total,T1,610
310,2022-07-05,83311,Pulse1,P1,1
311,2022-07-05,83312,Pulse1_Total,T1,299
312,2022-07-05,83313,Pulse1,P1,446
313,2022-07-05,83314,Pulse1_Total,T1,386
314,2022-07-05,83315,Pulse1,P1,154
315,2022-07-05,83316,Pulse1_Total,T1,220
316,2022-07-05,83317,Pulse1,P1,141
317,2022-07-05,83318,Pulse1_Total,T1,495
318,2022-07-05,83319,Pulse1,P1,473
319,2022-07-05,83320,Switch2,SW2,480
320,2022-07-05,83321,Pulse1,P1,717
321,2022-07-05,83322,Pulse1_Total,T1,93
322,2022-07-05,83323,Pulse1_Total,T1,977
323,2022-07-05,83324,Pulse1_Total,T1,556
324,2022-07-05,83325,Pulse1,P1,162
325,2022-07-05,83326,Pulse1,P1,166
326,2022-07-05,83327,Pulse1,P1,871
327,2022-07-05,83328,Pulse1_Total,T1,795
328,2022-07-05,83329,Pulse1_Total,T1,675
329,2022-07-05,83330,Pulse1,P1,576
330,2022-07-05,83331,Pulse1,P1,873
331,2022-07-05,83332,Pulse1_Total,T1,0
332,2022-07-05,83333,Pulse1_Total,T1,727
333,2022-07-05,83334,Pulse1,P1,706
334,2022-07-05,83335,Pulse1_Total,T1,584
335,2022-07-05,83336,Pulse1,P1,874
336,2022-07-05,83337,Switch2,SW2,916
337,2022-07-05,83338,Pulse1,P1,258
338,2022-07-05,83339,Pulse1_Total,T1,971
339,2022-07-05,83340,Pulse1_Total,T1,630
340,2022-07-05,83341,Pulse1_Total,T1,582
341,2022-07-05,83342,Pulse1,P1,31
342,2022-07-05,83343,Pulse1,P1,922
343,2022-07-05,83344,Pulse1,P1,648
344,2022-07-05,83345,Pulse1_Total,T1,253
345,2022-07-05,83346,Pulse1_Total,T1,595
346,2022-07-05,83347,Pulse1_Total,T1,350
347,2022-07-05,83348,Pulse1,P1,571
348,2022-07-05,83349,Pulse1,P1,737
349,2022-07-05,83350,Pulse1,P1,435
350,2022-07-05,83351,Pulse1_Total,T1,227
351,2022-07-05,83352,Pulse1_Total,T1,896
352,2022-07-05,83353,Pulse1_Total,T1,167
353,2022-07-05,83354,Pulse1,P1,963
354,2022-07-05,83355,Pulse1,P1,865
355,2022-07-05,83356,Pulse1,P1,983
356,2022-07-05,83357,Pulse1_Total,T1,442
357,2022-07-05,83358,Pulse1_Total,T1,190
358,2022-07-05,83359,Pulse1_Total,T1,306
359,2022-07-05,83360,Pulse1,P1,991
360,2022-07-05,83361,Pulse1,P1,453
361,2022-07-05,83362,Pulse1,P1,161
362,2022-07-05,83363,Pulse1_Total,T1,518
363,2022-07-05,83364,Pulse1_Total,T1,157
364,2022-07-05,83365,Pulse1,P1,654
365,2022-07-05,83366,Pulse1,P1,225
366,2022-07-05,83367,Pulse1_Total,T1,856
367,2022-07-05,83368,Pulse1_Total,T1,961
368,2022-07-05,83369,Pulse1_Total,T1,188
369,2022-07-05,83370,Pulse1,P1,804
370,2022-07-05,83371,Pulse1,P1,280
371,2022-07-05,83372,Pulse1,P1,172
372,2022-07-05,83373,Switch2,SW2,621
373,2022-07-05,83374,Pulse1_Total,T1,401
374,2022-07-05,83375,Pulse1_Total,T1,824
375,2022-07-05,83376,Pulse1,P1,389
376,2022-07-05,83377,Pulse1_Total,T1,754
377,2022-07-05,83378,Pulse1,P1,243
378,2022-07-05,83379,Pulse1_Total,T1,49
379,2022-07-05,83380,Pulse1,P1,586
380,2022-07-05,83381,Pulse1_Total,T1,448
381,2022-07-05,83382,Pulse1,P1,507
382,2022-07-05,83383,Pulse1_Total,T1,658
383,2022-07-05,83384,Pulse1,P1,141
384,2022-07-05,83385,Pulse1_Total,T1,444
385,2022-07-05,83386,Pulse1,P1,397
386,2022-07-05,83387,Switch2,SW2,616
387,2022-07-05,83388,Pulse1,P1,104
388,2022-07-05,83389,Pulse1_Total,T1,346
389,2022-07-05,83390,Pulse1_Total,T1,352
390,2022-07-05,83391,Pulse1_Total,T1,746
391,2022-07-05,83392,Pulse1,P1,864
392,2022-07-05,83393,Pulse1,P1,600
393,2022-07-05,83394,Pulse1,P1,780
394,2022-07-05,83395,Pulse1_Total,T1,560
395,2022-07-05,83396,Pulse1_Total,T1,337
396,2022-07-05,83397,Pulse1_Total,T1,186
397,2022-07-05,83398,Pulse1,P1,183
398,2022-07-05,83399,Pulse1,P1,287
399,2022-07-05,83400,Pulse1,P1,60
400,2022-07-05,83401,Switch2,SW2,219
401,2022-07-05,83402,Pulse1_Total,T1,288
402,2022-07-05,83403,Pulse1_Total,T1,855
403,2022-07-05,83404,Pulse1,P1,397
404,2022-07-05,83405,Pulse1,P1,279
405,2022-07-05,83406,Pulse1_Total,T1,507
406,2022-07-05,83407,Pulse1_Total,T1,531
407,2022-07-05,83408,Pulse1_Total,T1,273
408,2022-07-05,83409,Pulse1,P1,774
409,2022-07-05,83410,Pulse1,P1,171
410,2022-07-05,83411,Pulse1,P1,908
411,2022-07-05,83412,Pulse1_Total,T1,62
412,2022-07-05,83413,Pulse1_Total,T1,469
413,2022-07-05,83414,Switch2,SW2,183
414,2022-07-05,83415,Pulse1,P1,746
415,2022-07-05,83416,Pulse1,P1,546
416,2022-07-05,83417,Pulse1_Total,T1,650
417,2022-07-05,83418,Pulse1_Total,T1,790
418,2022-07-05,83419,Pulse1_Total,T1,456
419,2022-07-05,83420,Pulse1,P1,422
420,2022-07-05,83421,Pulse1,P1,971
421,2022-07-05,83422,Pulse1,P1,753
422,2022-07-05,83423,Pulse1_Total,T1,627
423,2022-07-05,83424,Pulse1_Total,T1,98
424,2022-07-05,83425,Pulse1_Total,T1,515
425,2022-07-05,83426,Pulse1,P1,498
426,2022-07-05,83427,Pulse1,P1,145
427,2022-07-05,83428,Pulse1,P1,622
428,2022-07-05,83429,Pulse1_Total,T1,487
429,2022-07-05,83430,Pulse1_Total,T1,166
430,2022-07-05,83431,Pulse1_Total,T1,153
431,2022-07-05,83432,Pulse1,P1,564
432,2022-07-05,83433,Pulse1,P1,935
433,2022-07-05,83434,Pulse1,P1,903
434,2022-07-05,83435,Pulse1_Total,T1,828
435,2022-07-05,83436,Pulse1_Total,T1,631
436,2022-07-05,83437,DeviceTemperature,Max,677
437,2022-07-05,83438,Pulse1,P1,853
438,2022-07-05,83439,Pulse1,P1,836
439,2022-07-05,83440,Switch2,SW2,1000
440,2022-07-05,83441,Pulse1_Total,T1,450
441,2022-07-05,83442,Pulse1_Total,T1,501
442,2022-07-05,83443,Pulse1_Total,T1,759
443,2022-07-05,83444,Pulse1,P1,870
444,2022-07-05,83445,Pulse1,P1,492
445,2022-07-05,83446,Pulse1,P1,797
446,2022-07-05,83447,Pulse1_Total,T1,858
447,2022-07-05,83448,Pulse1_Total,T1,405
448,2022-07-05,83449,Pulse1,P1,692
449,2022-07-05,83450,Pulse1,P1,306
450,2022-07-05,83451,Pulse1_Total,T1,26
451,2022-07-05,83452,Pulse1_Total,T1,863
452,2022-07-05,83453,Pulse1,P1,0
453,2022-07-05,83454,Pulse1,P1,851
454,2022-07-05,83455,Pulse1_Total,T1,897
455,2022-07-05,83456,Pulse1_Total,T1,133
456,2022-07-05,83457,Pulse1_Total,T1,352
457,2022-07-05,83458,Pulse1,P1,272
458,2022-07-05,83459,Pulse1,P1,772
459,2022-07-05,83460,Pulse1,P1,477
460,2022-07-05,83461,Pulse1_Total,T1,727
461,2022-07-05,83462,Pulse1_Total,T1,614
462,2022-07-05,83463,Pulse1_Total,T1,550
463,2022-07-05,83464,Pulse1,P1,22
464,2022-07-05,83465,Pulse1,P1,351
465,2022-07-05,83466,Pulse1,P1,833
466,2022-07-05,83467,Pulse1_Total,T1,37
467,2022-07-05,83468,Pulse1_Total,T1,948
468,2022-07-05,83469,Pulse1_Total,T1,190
469,2022-07-05,83470,Pulse1,P1,758
470,2022-07-05,83471,Pulse1,P1,605
471,2022-07-05,83472,Pulse1,P1,140
472,2022-07-05,83473,Pulse1_Total,T1,39
473,2022-07-05,83474,Pulse1_Total,T1,78
474,2022-07-05,83475,Pulse1_Total,T1,848
475,2022-07-05,83476,Pulse1,P1,625
476,2022-07-05,83477,Pulse1,P1,606
477,2022-07-05,83478,Pulse1,P1,823
478,2022-07-05,83479,Switch2,SW2,50
479,2022-07-05,83480,Pulse1_Total,T1,894
480,2022-07-05,83481,Pulse1_Total,T1,188
481,2022-07-05,83482,Pulse1_Total,T1,813
482,2022-07-05,83483,Pulse1,P1,534
483,2022-07-05,83484,Pulse1,P1,833
484,2022-07-05,83485,Pulse1,P1,170
485,2022-07-05,83486,Pulse1_Total,T1,0
486,2022-07-05,83487,Pulse1_Total,T1,402
487,2022-07-05,83488,Pulse1_Total,T1,246
488,2022-07-05,83489,Pulse1,P1,52
489,2022-07-05,83490,Pulse1,P1,597
490,2022-07-05,83491,Pulse1,P1,904
491,2022-07-05,83492,Pulse1_Total,T1,390
492,2022-07-05,83493,Pulse1_Total,T1,600
493,2022-07-05,83494,Pulse1_Total,T1,135
494,2022-07-05,83495,Pulse1,P1,991
495,2022-07-05,83496,Pulse1,P1,770
496,2022-07-05,83497,Pulse1,P1,386
497,2022-07-05,83498,Pulse1_Total,T1,241
498,2022-07-05,83499,Pulse1_Total,T1,328
499,2022-07-05,83500,Pulse1_Total,T1,631
500,2022-07-05,83501,Pulse1,P1,46
501,2022-07-05,83502,Pulse1,P1,361
502,2022-07-05,83503,Pulse1,P1,458
503,2022-07-05,83504,Pulse1_Total,T1,839
504,2022-07-05,83505,Pulse1_Total,T1,812
505,2022-07-05,83506,Pulse1_Total,T1,110
506,2022-07-05,83507,Pulse1,P1,971
507,2022-07-05,83508,Pulse1,P1,730
508,2022-07-05,83509,Pulse1,P1,670
509,2022-07-05,83510,Switch2,SW2,140
510,2022-07-05,83511,Pulse1_Total,T1,383
511,2022-07-05,83512,Pulse1_Total,T1,270
512,2022-07-05,83513,Pulse1_Total,T1,69
513,2022-07-05,83514,Pulse1,P1,520
514,2022-07-05,83515,Pulse1,P1,609
515,2022-07-05,83516,Pulse1,P1,605
516,2022-07-05,83517,Pulse1_Total,T1,895
517,2022-07-05,83518,Pulse1_Total,T1,858
518,2022-07-05,83519,Pulse1_Total,T1,152
519,2022-07-05,83520,Pulse1,P1,691
520,2022-07-05,83521,Pulse1,P1,840
521,2022-07-05,83522,Pulse1,P1,256
522,2022-07-05,83523,Pulse1_Total,T1,152
523,2022-07-05,83524,Pulse1_Total,T1,86
524,2022-07-05,83525,Pulse1_Total,T1,676
525,2022-07-05,83526,Pulse1,P1,44
526,2022-07-05,83527,Pulse1,P1,430
527,2022-07-05,83528,Pulse1,P1,933
528,2022-07-05,83529,Pulse1_Total,T1,945
529,2022-07-05,83530,Pulse1_Total,T1,666
530,2022-07-05,83531,Pulse1_Total,T1,613
531,2022-07-05,83532,Pulse1,P1,931
532,2022-07-05,83533,Pulse1,P1,727
533,2022-07-05,83534,Pulse1,P1,498
534,2022-07-05,83535,Switch2,SW2,554
535,2022-07-05,83536,Pulse1_Total,T1,535
536,2022-07-05,83537,Pulse1_Total,T1,170
537,2022-07-05,83538,Pulse1_Total,T1,573
538,2022-07-05,83539,Pulse1,P1,954
539,2022-07-05,83540,Pulse1,P1,81
540,2022-07-05,83541,Pulse1,P1,757
541,2022-07-05,83542,Pulse1_Total,T1,362
542,2022-07-05,83543,Switch2,SW2,434
543,2022-07-05,83544,Pulse1_Total,T1,350
544,2022-07-05,83545,Pulse1,P1,115
545,2022-07-05,83546,Pulse1_Total,T1,890
546,2022-07-05,83547,Pulse1,P1,313
547,2022-07-05,83548,Pulse1_Total,T1,66
548,2022-07-05,83549,Pulse1,P1,289
549,2022-07-05,83550,Pulse1_Total,T1,997
550,2022-07-05,83551,Pulse1,P1,523
551,2022-07-05,83552,Pulse1_Total,T1,529
552,2022-07-05,83553,Pulse1,P1,115
553,2022-07-05,83554,Pulse1_Total,T1,183
554,2022-07-05,83555,Pulse1,P1,988
555,2022-07-05,83556,Pulse1_Total,T1,411
556,2022-07-05,83557,Pulse1,P1,876
557,2022-07-05,83558,Pulse1_Total,T1,574
558,2022-07-05,83559,Pulse1,P1,187
559,2022-07-05,83560,Switch2,SW2,611
560,2022-07-05,83561,Pulse1,P1,749
561,2022-07-05,83562,Pulse1_Total,T1,851
562,2022-07-05,83563,Pulse1_Total,T1,187
563,2022-07-05,83564,Pulse1_Total,T1,95
564,2022-07-05,83565,Pulse1,P1,83
565,2022-07-05,83566,Pulse1,P1,536
566,2022-07-05,83567,Pulse1,P1,91
567,2022-07-05,83568,Pulse1_Total,T1,585
568,2022-07-05,83569,Pulse1_Total,T1,910
569,2022-07-05,83570,Pulse1_Total,T1,940
