Unnamed: 0,Date,CustomerID,typeM,Series,Value
122,2022-06-30,83123,Pulse1_Total,T1,552
123,2022-06-30,83124,Pulse1_Total,T1,488
124,2022-06-30,83125,Pulse1_Total,T1,683
125,2022-06-30,83126,Pulse1,P1,273
126,2022-06-30,83127,Pulse1,P1,810
127,2022-06-30,83128,Pulse1,P1,10
128,2022-06-30,83129,Pulse1_Total,T1,240
129,2022-06-30,83130,Pulse1_Total,T1,771
130,2022-06-30,83131,Switch2,SW2,128
131,2022-06-30,83132,Pulse1,P1,376
132,2022-06-30,83133,Pulse1,P1,901
133,2022-06-30,83134,Pulse1_Total,T1,947
134,2022-06-30,83135,Pulse1_Total,T1,792
135,2022-06-30,83136,Pulse1,P1,147
136,2022-06-30,83137,Pulse1,P1,727
137,2022-06-30,83138,Pulse1_Total,T1,387
138,2022-06-30,83139,Pulse1_Total,T1,656
139,2022-06-30,83140,Pulse1_Total,T1,735
140,2022-06-30,83141,Pulse1,P1,612
141,2022-06-30,83142,Pulse1,P1,616
142,2022-06-30,83143,Pulse1,P1,462
143,2022-06-30,83144,Pulse1_Total,T1,623
144,2022-06-30,83145,Pulse1_Total,T1,97
145,2022-06-30,83146,Pulse1_Total,T1,697
146,2022-06-30,83147,Pulse1,P1,132
147,2022-06-30,83148,Pulse1,P1,3
148,2022-06-30,83149,Pulse1,P1,250
149,2022-06-30,83150,Switch2,SW2,113
150,2022-06-30,83151,Pulse1_Total,T1,774
151,2022-06-30,83152,Pulse1_Total,T1,33
152,2022-06-30,83153,Pulse1_Total,T1,769
153,2022-06-30,83154,Pulse1,P1,558
154,2022-06-30,83155,Pulse1,P1,431
155,2022-06-30,83156,Pulse1,P1,244
156,2022-06-30,83157,Pulse1_Total,T1,489
157,2022-06-30,83158,Pulse1_Total,T1,929
158,2022-06-30,83159,Pulse1_Total,T1,302
159,2022-06-30,83160,Pulse1,P1,584
160,2022-06-30,83161,Pulse1,P1,213
161,2022-06-30,83162,Pulse1,P1,918
162,2022-06-30,83163,Pulse1_Total,T1,221
163,2022-06-30,83164,Pulse1_Total,T1,720
164,2022-06-30,83165,Pulse1_Total,T1,502
165,2022-06-30,83166,Pulse1,P1,152
166,2022-06-30,83167,Pulse1,P1,70
167,2022-06-30,83168,Pulse1,P1,836
168,2022-06-30,83169,Pulse1_Total,T1,775
169,2022-06-30,83170,Pulse1_Total,T1,373
170,2022-06-30,83171,Pulse1_Total,T1,181
171,2022-06-30,83172,Pulse1,P1,504
172,2022-06-30,83173,Pulse1,P1,75
173,2022-06-30,83174,Pulse1,P1,790
174,2022-06-30,83175,Pulse1_Total,T1,834
175,2022-06-30,83176,Pulse1_Total,T1,919
176,2022-06-30,83177,Pulse1_Total,T1,526
177,2022-06-30,83178,Pulse1,P1,696
178,2022-06-30,83179,Pulse1,P1,777
179,2022-06-30,83180,Pulse1,P1,561
180,2022-06-30,83181,Switch2,SW2,227
181,2022-06-30,83182,Pulse1_Total,T1,740
182,2022-06-30,83183,Pulse1_Total,T1,453
183,2022-06-30,83184,Pulse1,P1,390
184,2022-06-30,83185,Pulse1,P1,706
185,2022-06-30,83186,Pulse1_Total,T1,253
186,2022-06-30,83187,Pulse1_Total,T1,800
187,2022-06-30,83188,Pulse1_Total,T1,155
188,2022-06-30,83189,Pulse1,P1,523
189,2022-06-30,83190,Pulse1,P1,1
190,2022-06-30,83191,Pulse1,P1,370
191,2022-06-30,83192,Pulse1_Total,T1,118
192,2022-06-30,83193,Pulse1_Total,T1,266
193,2022-06-30,83194,Switch2,SW2,503
194,2022-06-30,83195,Pulse1,P1,704
195,2022-06-30,83196,Pulse1,P1,713
196,2022-06-30,83197,Pulse1_Total,T1,235
197,2022-06-30,83198,Pulse1_Total,T1,282
198,2022-06-30,83199,Pulse1_Total,T1,556
199,2022-06-30,83200,Pulse1,P1,730
200,2022-06-30,83201,Pulse1,P1,134
201,2022-06-30,83202,Pulse1,P1,713
202,2022-06-30,83203,Pulse1_Total,T1,878
203,2022-06-30,83204,Pulse1_Total,T1,21
204,2022-06-30,83205,Pulse1_Total,T1,102
205,2022-06-30,83206,Pulse1,P1,481
206,2022-06-30,83207,Pulse1,P1,246
207,2022-06-30,83208,Pulse1,P1,511
208,2022-06-30,83209,Switch2,SW2,84
209,2022-06-30,83210,Pulse1_Total,T1,385
210,2022-06-30,83211,Switch2,SW2,453
211,2022-06-30,83212,Pulse1_Total,T1,329
212,2022-06-30,83213,Pulse1,P1,695
213,2022-06-30,83214,Pulse1_Total,T1,271
214,2022-06-30,83215,Pulse1,P1,966
215,2022-06-30,83216,Pulse1_Total,T1,333
216,2022-06-30,83217,Pulse1,P1,402
217,2022-06-30,83218,Pulse1_Total,T1,599
218,2022-06-30,83219,Pulse1,P1,570
219,2022-06-30,83220,Pulse1_Total,T1,437
220,2022-06-30,83221,Pulse1,P1,553
221,2022-06-30,83222,Pulse1_Total,T1,865
222,2022-06-30,83223,Pulse1,P1,952
223,2022-06-30,83224,Pulse1_Total,T1,579
224,2022-06-30,83225,Pulse1,P1,292
225,2022-06-30,83226,Pulse1_Total,T1,632
226,2022-06-30,83227,Pulse1,P1,204
227,2022-06-30,83228,Pulse1_Total,T1,622
228,2022-06-30,83229,Pulse1,P1,29
229,2022-06-30,83230,Switch2,SW2,516
230,2022-06-30,83231,Pulse1,P1,642
231,2022-06-30,83232,Pulse1_Total,T1,643
232,2022-06-30,83233,Pulse1_Total,T1,839
233,2022-06-30,83234,Pulse1_Total,T1,353
234,2022-06-30,83235,Pulse1,P1,448
235,2022-06-30,83236,Pulse1,P1,876
236,2022-06-30,83237,Pulse1,P1,751
237,2022-06-30,83238,Switch2,SW2,988
238,2022-06-30,83239,Switch2,SW2,496
239,2022-06-30,83240,Pulse1_Total,T1,941
240,2022-06-30,83241,Pulse1_Total,T1,598
241,2022-06-30,83242,Pulse1_Total,T1,708
242,2022-06-30,83243,Pulse1,P1,702
243,2022-06-30,83244,Pulse1,P1,28
244,2022-06-30,83245,Pulse1,P1,30
245,2022-06-30,83246,Pulse1_Total,T1,703
246,2022-06-30,83247,Pulse1_Total,T1,128
247,2022-06-30,83248,Pulse1_Total,T1,782
248,2022-06-30,83249,Pulse1,P1,775
249,2022-06-30,83250,Pulse1,P1,991
250,2022-06-30,83251,Pulse1,P1,776
251,2022-06-30,83252,Pulse1_Total,T1,285
252,2022-06-30,83253,Pulse1_Total,T1,362
253,2022-06-30,83254,Pulse1_Total,T1,138
254,2022-06-30,83255,Pulse1,P1,928
255,2022-06-30,83256,Pulse1,P1,409
256,2022-06-30,83257,Pulse1,P1,244
257,2022-06-30,83258,Pulse1_Total,T1,889
258,2022-06-30,83259,Pulse1_Total,T1,673
259,2022-06-30,83260,Pulse1_Total,T1,328
260,2022-06-30,83261,Pulse1,P1,826
261,2022-06-30,83262,Pulse1,P1,0
262,2022-06-30,83263,Pulse1,P1,13
263,2022-06-30,83264,Pulse1_Total,T1,534
264,2022-06-30,83265,Switch2,SW2,276
265,2022-06-30,83266,Pulse1_Total,T1,266
266,2022-06-30,83267,Pulse1,P1,253
267,2022-06-30,83268,Pulse1_Total,T1,215
268,2022-06-30,83269,Pulse1,P1,167
269,2022-06-30,83270,Pulse1_Total,T1,61
270,2022-06-30,83271,Pulse1,P1,271
271,2022-06-30,83272,Pulse1_Total,T1,114
272,2022-06-30,83273,Pulse1,P1,520
273,2022-06-30,83274,Pulse1_Total,T1,222
274,2022-06-30,83275,Pulse1,P1,411
275,2022-06-30,83276,Pulse1_Total,T1,294
276,2022-06-30,83277,Pulse1,P1,130
277,2022-06-30,83278,Pulse1_Total,T1,221
278,2022-06-30,83279,Pulse1,P1,823
279,2022-06-30,83280,Pulse1_Total,T1,523
280,2022-06-30,83281,Pulse1,P1,320
281,2022-06-30,83282,Pulse1_Total,T1,643
282,2022-06-30,83283,Pulse1,P1,793
283,2022-06-30,83284,Pulse1_Total,T1,942
284,2022-06-30,83285,Pulse1,P1,228
285,2022-06-30,83286,Pulse1_Total,T1,202
286,2022-06-30,83287,Pulse1,P1,380
287,2022-06-30,83288,Pulse1_Total,T1,519
288,2022-06-30,83289,Pulse1,P1,481
289,2022-06-30,83290,Pulse1_Total,T1,903
290,2022-06-30,83291,Pulse1,P1,431
291,2022-06-30,83292,Pulse1_Total,T1,782
292,2022-06-30,83293,Pulse1,P1,798
293,2022-06-30,83294,Switch2,SW2,820
294,2022-06-30,83295,Pulse1,P1,359
295,2022-06-30,83296,Pulse1_Total,T1,440
296,2022-06-30,83297,Pulse1_Total,T1,536
297,2022-06-30,83298,Pulse1_Total,T1,538
298,2022-06-30,83299,Pulse1,P1,506
299,2022-06-30,83300,Pulse1,P1,478
300,2022-06-30,83301,Pulse1,P1,582
301,2022-06-30,83302,Pulse1_Total,T1,186
302,2022-06-30,83303,Pulse1_Total,T1,525
303,2022-06-30,83304,Pulse1_Total,T1,266
304,2022-06-30,83305,Pulse1,P1,739
305,2022-06-30,83306,Pulse1,P1,916
306,2022-06-30,83307,Pulse1,P1,655
307,2022-06-30,83308,Pulse1_Total,T1,997
308,2022-06-30,83309,Switch2,SW2,348
309,2022-06-30,83310,Pulse1_Total,T1,997
310,2022-06-30,83311,Pulse1,P1,126
311,2022-06-30,83312,Pulse1_Total,T1,195
312,2022-06-30,83313,Pulse1,P1,382
313,2022-06-30,83314,Pulse1_Total,T1,971
314,2022-06-30,83315,Pulse1,P1,636
315,2022-06-30,83316,Pulse1_Total,T1,719
316,2022-06-30,83317,Pulse1,P1,136
317,2022-06-30,83318,Pulse1_Total,T1,168
318,2022-06-30,83319,Pulse1,P1,688
319,2022-06-30,83320,Switch2,SW2,910
320,2022-06-30,83321,Pulse1,P1,957
321,2022-06-30,83322,Pulse1_Total,T1,34
322,2022-06-30,83323,Pulse1_Total,T1,511
323,2022-06-30,83324,Pulse1_Total,T1,283
324,2022-06-30,83325,Pulse1,P1,585
325,2022-06-30,83326,Pulse1,P1,51
326,2022-06-30,83327,Pulse1,P1,226
327,2022-06-30,83328,Pulse1_Total,T1,125
328,2022-06-30,83329,Pulse1_Total,T1,530
329,2022-06-30,83330,Pulse1,P1,473
330,2022-06-30,83331,Pulse1,P1,539
331,2022-06-30,83332,Pulse1_Total,T1,673
332,2022-06-30,83333,Pulse1_Total,T1,177
333,2022-06-30,83334,Pulse1,P1,758
334,2022-06-30,83335,Pulse1_Total,T1,731
335,2022-06-30,83336,Pulse1,P1,265
336,2022-06-30,83337,Switch2,SW2,563
337,2022-06-30,83338,Pulse1,P1,433
338,2022-06-30,83339,Pulse1_Total,T1,551
339,2022-06-30,83340,Pulse1_Total,T1,724
340,2022-06-30,83341,Pulse1_Total,T1,448
341,2022-06-30,83342,Pulse1,P1,153
342,2022-06-30,83343,Pulse1,P1,504
343,2022-06-30,83344,Pulse1,P1,540
344,2022-06-30,83345,Pulse1_Total,T1,587
345,2022-06-30,83346,Pulse1_Total,T1,494
346,2022-06-30,83347,Pulse1_Total,T1,872
347,2022-06-30,83348,Pulse1,P1,663
348,2022-06-30,83349,Pulse1,P1,83
349,2022-06-30,83350,Pulse1,P1,375
350,2022-06-30,83351,Pulse1_Total,T1,142
351,2022-06-30,83352,Pulse1_Total,T1,571
352,2022-06-30,83353,Pulse1_Total,T1,179
353,2022-06-30,83354,Pulse1,P1,621
354,2022-06-30,83355,Pulse1,P1,742
355,2022-06-30,83356,Pulse1,P1,953
356,2022-06-30,83357,Pulse1_Total,T1,659
357,2022-06-30,83358,Pulse1_Total,T1,268
358,2022-06-30,83359,Pulse1_Total,T1,528
359,2022-06-30,83360,Pulse1,P1,383
360,2022-06-30,83361,Pulse1,P1,340
361,2022-06-30,83362,Pulse1,P1,151
362,2022-06-30,83363,Pulse1_Total,T1,132
363,2022-06-30,83364,Pulse1_Total,T1,889
364,2022-06-30,83365,Pulse1,P1,197
365,2022-06-30,83366,Pulse1,P1,309
366,2022-06-30,83367,Pulse1_Total,T1,593
367,2022-06-30,83368,Pulse1_Total,T1,464
368,2022-06-30,83369,Pulse1_Total,T1,349
369,2022-06-30,83370,Pulse1,P1,145
370,2022-06-30,83371,Pulse1,P1,946
371,2022-06-30,83372,Pulse1,P1,20
372,2022-06-30,83373,Switch2,SW2,808
373,2022-06-30,83374,Pulse1_Total,T1,313
374,2022-06-30,83375,Pulse1_Total,T1,150
375,2022-06-30,83376,Pulse1,P1,409
376,2022-06-30,83377,Pulse1_Total,T1,346
377,2022-06-30,83378,Pulse1,P1,85
378,2022-06-30,83379,Pulse1_Total,T1,273
379,2022-06-30,83380,Pulse1,P1,138
380,2022-06-30,83381,Pulse1_Total,T1,546
381,2022-06-30,83382,Pulse1,P1,291
382,2022-06-30,83383,Pulse1_Total,T1,798
383,2022-06-30,83384,Pulse1,P1,492
384,2022-06-30,83385,Pulse1_Total,T1,490
385,2022-06-30,83386,Pulse1,P1,12
386,2022-06-30,83387,Switch2,SW2,85
387,2022-06-30,83388,Pulse1,P1,711
388,2022-06-30,83389,Pulse1_Total,T1,978
389,2022-06-30,83390,Pulse1_Total,T1,597
390,2022-06-30,83391,Pulse1_Total,T1,976
391,2022-06-30,83392,Pulse1,P1,272
392,2022-06-30,83393,Pulse1,P1,663
393,2022-06-30,83394,Pulse1,P1,230
394,2022-06-30,83395,Pulse1_Total,T1,641
395,2022-06-30,83396,Pulse1_Total,T1,772
396,2022-06-30,83397,Pulse1_Total,T1,859
397,2022-06-30,83398,Pulse1,P1,203
398,2022-06-30,83399,Pulse1,P1,559
399,2022-06-30,83400,Pulse1,P1,373
400,2022-06-30,83401,Switch2,SW2,422
401,2022-06-30,83402,Pulse1_Total,T1,263
402,2022-06-30,83403,Pulse1_Total,T1,958
403,2022-06-30,83404,Pulse1,P1,284
404,2022-06-30,83405,Pulse1,P1,345
405,2022-06-30,83406,Pulse1_Total,T1,137
406,2022-06-30,83407,Pulse1_Total,T1,803
407,2022-06-30,83408,Pulse1_Total,T1,859
408,2022-06-30,83409,Pulse1,P1,790
409,2022-06-30,83410,Pulse1,P1,190
410,2022-06-30,83411,Pulse1,P1,749
411,2022-06-30,83412,Pulse1_Total,T1,482
412,2022-06-30,83413,Pulse1_Total,T1,559
413,2022-06-30,83414,Switch2,SW2,760
414,2022-06-30,83415,Pulse1,P1,971
415,2022-06-30,83416,Pulse1,P1,842
416,2022-06-30,83417,Pulse1_Total,T1,612
417,2022-06-30,83418,Pulse1_Total,T1,2
418,2022-06-30,83419,Pulse1_Total,T1,739
419,2022-06-30,83420,Pulse1,P1,409
420,2022-06-30,83421,Pulse1,P1,45
421,2022-06-30,83422,Pulse1,P1,983
422,2022-06-30,83423,Pulse1_Total,T1,462
423,2022-06-30,83424,Pulse1_Total,T1,136
424,2022-06-30,83425,Pulse1_Total,T1,764
425,2022-06-30,83426,Pulse1,P1,307
426,2022-06-30,83427,Pulse1,P1,403
427,2022-06-30,83428,Pulse1,P1,694
428,2022-06-30,83429,Pulse1_Total,T1,378
429,2022-06-30,83430,Pulse1_Total,T1,148
430,2022-06-30,83431,Pulse1_Total,T1,980
431,2022-06-30,83432,Pulse1,P1,909
432,2022-06-30,83433,Pulse1,P1,902
433,2022-06-30,83434,Pulse1,P1,555
434,2022-06-30,83435,Pulse1_Total,T1,120
435,2022-06-30,83436,Pulse1_Total,T1,850
436,2022-06-30,83437,DeviceTemperature,Max,776
437,2022-06-30,83438,Pulse1,P1,435
438,2022-06-30,83439,Pulse1,P1,0
439,2022-06-30,83440,Switch2,SW2,979
440,2022-06-30,83441,Pulse1_Total,T1,987
441,2022-06-30,83442,Pulse1_Total,T1,754
442,2022-06-30,83443,Pulse1_Total,T1,903
443,2022-06-30,83444,Pulse1,P1,593
444,2022-06-30,83445,Pulse1,P1,451
445,2022-06-30,83446,Pulse1,P1,892
446,2022-06-30,83447,Pulse1_Total,T1,297
447,2022-06-30,83448,Pulse1_Total,T1,340
448,2022-06-30,83449,Pulse1,P1,703
449,2022-06-30,83450,Pulse1,P1,119
450,2022-06-30,83451,Pulse1_Total,T1,25
451,2022-06-30,83452,Pulse1_Total,T1,35
452,2022-06-30,83453,Pulse1,P1,541
453,2022-06-30,83454,Pulse1,P1,475
454,2022-06-30,83455,Pulse1_Total,T1,100
455,2022-06-30,83456,Pulse1_Total,T1,744
456,2022-06-30,83457,Pulse1_Total,T1,295
457,2022-06-30,83458,Pulse1,P1,70
458,2022-06-30,83459,Pulse1,P1,99
459,2022-06-30,83460,Pulse1,P1,895
460,2022-06-30,83461,Pulse1_Total,T1,218
461,2022-06-30,83462,Pulse1_Total,T1,7
462,2022-06-30,83463,Pulse1_Total,T1,839
463,2022-06-30,83464,Pulse1,P1,783
464,2022-06-30,83465,Pulse1,P1,221
465,2022-06-30,83466,Pulse1,P1,445
466,2022-06-30,83467,Pulse1_Total,T1,941
467,2022-06-30,83468,Pulse1_Total,T1,918
468,2022-06-30,83469,Pulse1_Total,T1,679
469,2022-06-30,83470,Pulse1,P1,133
470,2022-06-30,83471,Pulse1,P1,417
471,2022-06-30,83472,Pulse1,P1,688
472,2022-06-30,83473,Pulse1_Total,T1,984
473,2022-06-30,83474,Pulse1_Total,T1,564
474,2022-06-30,83475,Pulse1_Total,T1,903
475,2022-06-30,83476,Pulse1,P1,933
476,2022-06-30,83477,Pulse1,P1,536
477,2022-06-30,83478,Pulse1,P1,977
478,2022-06-30,83479,Switch2,SW2,319
479,2022-06-30,83480,Pulse1_Total,T1,924
480,2022-06-30,83481,Pulse1_Total,T1,31
481,2022-06-30,83482,Pulse1_Total,T1,715
482,2022-06-30,83483,Pulse1,P1,704
483,2022-06-30,83484,Pulse1,P1,157
484,2022-06-30,83485,Pulse1,P1,908
485,2022-06-30,83486,Pulse1_Total,T1,177
486,2022-06-30,83487,Pulse1_Total,T1,101
487,2022-06-30,83488,Pulse1_Total,T1,800
488,2022-06-30,83489,Pulse1,P1,590
489,2022-06-30,83490,Pulse1,P1,893
490,2022-06-30,83491,Pulse1,P1,89
491,2022-06-30,83492,Pulse1_Total,T1,828
492,2022-06-30,83493,Pulse1_Total,T1,694
493,2022-06-30,83494,Pulse1_Total,T1,188
494,2022-06-30,83495,Pulse1,P1,399
495,2022-06-30,83496,Pulse1,P1,728
496,2022-06-30,83497,Pulse1,P1,862
497,2022-06-30,83498,Pulse1_Total,T1,1
498,2022-06-30,83499,Pulse1_Total,T1,377
499,2022-06-30,83500,Pulse1_Total,T1,953
500,2022-06-30,83501,Pulse1,P1,577
501,2022-06-30,83502,Pulse1,P1,388
502,2022-06-30,83503,Pulse1,P1,819
503,2022-06-30,83504,Pulse1_Total,T1,698
504,2022-06-30,83505,Pulse1_Total,T1,28
505,2022-06-30,83506,Pulse1_Total,T1,702
506,2022-06-30,83507,Pulse1,P1,209
507,2022-06-30,83508,Pulse1,P1,33
508,2022-06-30,83509,Pulse1,P1,200
509,2022-06-30,83510,Switch2,SW2,946
510,2022-06-30,83511,Pulse1_Total,T1,10
511,2022-06-30,83512,Pulse1_Total,T1,761
512,2022-06-30,83513,Pulse1_Total,T1,472
513,2022-06-30,83514,Pulse1,P1,439
514,2022-06-30,83515,Pulse1,P1,787
515,2022-06-30,83516,Pulse1,P1,39
516,2022-06-30,83517,Pulse1_Total,T1,964
517,2022-06-30,83518,Pulse1_Total,T1,681
518,2022-06-30,83519,Pulse1_Total,T1,747
519,2022-06-30,83520,Pulse1,P1,54
520,2022-06-30,83521,Pulse1,P1,901
521,2022-06-30,83522,Pulse1,P1,718
522,2022-06-30,83523,Pulse1_Total,T1,970
523,2022-06-30,83524,Pulse1_Total,T1,644
524,2022-06-30,83525,Pulse1_Total,T1,237
525,2022-06-30,83526,Pulse1,P1,716
526,2022-06-30,83527,Pulse1,P1,492
527,2022-06-30,83528,Pulse1,P1,955
528,2022-06-30,83529,Pulse1_Total,T1,743
529,2022-06-30,83530,Pulse1_Total,T1,375
530,2022-06-30,83531,Pulse1_Total,T1,243
531,2022-06-30,83532,Pulse1,P1,287
532,2022-06-30,83533,Pulse1,P1,567
533,2022-06-30,83534,Pulse1,P1,404
534,2022-06-30,83535,Switch2,SW2,705
535,2022-06-30,83536,Pulse1_Total,T1,889
536,2022-06-30,83537,Pulse1_Total,T1,280
537,2022-06-30,83538,Pulse1_Total,T1,794
538,2022-06-30,83539,Pulse1,P1,621
539,2022-06-30,83540,Pulse1,P1,101
540,2022-06-30,83541,Pulse1,P1,152
541,2022-06-30,83542,Pulse1_Total,T1,37
542,2022-06-30,83543,Switch2,SW2,883
543,2022-06-30,83544,Pulse1_Total,T1,788
544,2022-06-30,83545,Pulse1,P1,400
545,2022-06-30,83546,Pulse1_Total,T1,370
546,2022-06-30,83547,Pulse1,P1,937
547,2022-06-30,83548,Pulse1_Total,T1,568
548,2022-06-30,83549,Pulse1,P1,471
549,2022-06-30,83550,Pulse1_Total,T1,219
550,2022-06-30,83551,Pulse1,P1,780
551,2022-06-30,83552,Pulse1_Total,T1,725
552,2022-06-30,83553,Pulse1,P1,219
553,2022-06-30,83554,Pulse1_Total,T1,214
554,2022-06-30,83555,Pulse1,P1,236
555,2022-06-30,83556,Pulse1_Total,T1,311
556,2022-06-30,83557,Pulse1,P1,490
557,2022-06-30,83558,Pulse1_Total,T1,340
558,2022-06-30,83559,Pulse1,P1,959
559,2022-06-30,83560,Switch2,SW2,242
560,2022-06-30,83561,Pulse1,P1,737
561,2022-06-30,83562,Pulse1_Total,T1,178
562,2022-06-30,83563,Pulse1_Total,T1,26
563,2022-06-30,83564,Pulse1_Total,T1,499
564,2022-06-30,83565,Pulse1,P1,877
565,2022-06-30,83566,Pulse1,P1,920
566,2022-06-30,83567,Pulse1,P1,750
567,2022-06-30,83568,Pulse1_Total,T1,690
568,2022-06-30,83569,Pulse1_Total,T1,160
569,2022-06-30,83570,Pulse1_Total,T1,343
